customer_id,transaction_date,amount
13,2023-01-19,40.0
13,2023-02-11,40.0
13,2023-03-20,40.0
13,2023-04-19,40.0
13,2023-05-19,40.0
13,2023-06-16,40.0
13,2023-07-16,40.0
13,2023-08-12,40.0
13,2023-09-17,40.0
13,2023-10-13,40.0
14,2022-10-18,10.0
14,2022-11-21,10.0
14,2022-12-25,10.0
14,2023-01-19,10.0
14,2023-02-15,10.0
14,2023-03-19,10.0
14,2023-04-24,10.0
14,2023-05-24,10.0
14,2023-06-15,10.0
14,2023-07-24,10.0
14,2023-08-22,10.0
14,2023-09-17,10.0
14,2023-10-22,10.0
14,2023-11-14,10.0
15,2021-08-31,10.0
15,2021-09-24,10.0
15,2021-10-30,10.0
15,2021-11-25,10.0
15,2021-12-22,10.0
15,2022-01-24,10.0
15,2022-02-20,10.0
15,2022-03-28,10.0
15,2022-04-27,10.0
15,2022-05-21,10.0
15,2022-06-18,10.0
15,2022-07-22,10.0
15,2022-08-17,10.0
15,2022-09-19,10.0
15,2022-10-16,10.0
15,2022-11-23,10.0
15,2022-12-23,10.0
15,2023-01-22,10.0
15,2023-02-21,10.0
15,2023-03-15,10.0
15,2023-04-16,10.0
15,2023-05-17,10.0
15,2023-06-17,10.0
15,2023-07-13,10.0
15,2023-08-17,10.0
15,2023-09-16,10.0
15,2023-10-20,10.0
16,2021-07-31,10.0
16,2021-08-30,10.0
16,2021-09-24,10.0
16,2021-10-27,10.0
16,2021-11-30,10.0
16,2021-12-23,10.0
16,2022-01-25,10.0
16,2022-02-24,10.0
16,2022-03-25,10.0
16,2022-04-22,10.0
16,2022-05-27,10.0
16,2022-06-25,10.0
16,2022-07-27,10.0
16,2022-08-23,10.0
16,2022-09-22,10.0
16,2022-10-17,10.0
16,2022-11-20,10.0
16,2022-12-24,10.0
16,2023-01-15,10.0
16,2023-02-18,10.0
16,2023-03-22,10.0
16,2023-04-20,10.0
16,2023-05-19,10.0
16,2023-06-23,10.0
16,2023-07-22,10.0
16,2023-08-20,10.0
16,2023-09-13,10.0
16,2023-10-16,10.0
16,2023-11-11,10.0
17,2021-09-10,20.0
17,2021-10-15,20.0
17,2021-11-09,20.0
17,2021-12-09,20.0
17,2022-01-12,20.0
17,2022-02-08,20.0
17,2022-03-16,20.0
17,2022-04-07,20.0
17,2022-05-12,20.0
17,2022-06-13,20.0
17,2022-07-10,20.0
17,2022-08-06,20.0
17,2022-09-11,20.0
17,2022-10-05,20.0
17,2022-11-11,20.0
17,2022-12-07,20.0
17,2023-01-07,20.0
17,2023-02-08,20.0
17,2023-03-06,20.0
17,2023-04-02,20.0
17,2023-05-06,20.0
17,2023-05-31,20.0
17,2023-07-04,20.0
17,2023-08-06,20.0
17,2023-09-03,20.0
17,2023-09-28,20.0
17,2023-11-04,20.0
17,2023-12-03,20.0
18,2023-01-12,40.0
18,2023-02-10,40.0
18,2023-03-11,40.0
18,2023-04-13,40.0
18,2023-05-08,40.0
18,2023-06-06,40.0
18,2023-07-08,40.0
18,2023-08-14,40.0
18,2023-09-05,40.0
19,2022-11-11,10.0
19,2022-12-05,10.0
19,2023-01-10,10.0
19,2023-02-05,10.0
19,2023-03-05,10.0
19,2023-04-10,10.0
19,2023-05-05,10.0
19,2023-06-10,10.0
19,2023-07-03,10.0
19,2023-08-06,10.0
19,2023-09-04,10.0
19,2023-10-06,10.0
19,2023-11-06,10.0
20,2023-11-04,40.0
20,2023-12-02,40.0
21,2023-02-14,20.0
21,2023-03-24,20.0
21,2023-04-15,20.0
21,2023-05-14,20.0
21,2023-06-14,20.0
21,2023-07-13,20.0
21,2023-08-15,20.0
21,2023-09-11,20.0
21,2023-10-16,20.0
21,2023-11-15,20.0
22,2021-10-05,20.0
22,2021-10-31,20.0
22,2021-12-05,20.0
22,2021-12-28,20.0
22,2022-01-30,20.0
22,2022-02-26,20.0
22,2022-03-30,20.0
22,2022-05-03,20.0
22,2022-05-28,20.0
22,2022-06-29,20.0
22,2022-08-03,20.0
22,2022-09-03,20.0
22,2022-10-01,20.0
22,2022-10-25,20.0
22,2022-12-01,20.0
22,2022-12-28,20.0
22,2023-01-27,20.0
22,2023-02-26,20.0
22,2023-03-24,20.0
22,2023-04-25,20.0
22,2023-05-28,20.0
22,2023-06-25,20.0
22,2023-07-30,20.0
22,2023-08-29,20.0
22,2023-09-22,20.0
23,2023-10-05,20.0
23,2023-10-31,20.0
24,2023-11-06,40.0
25,2023-03-14,10.0
25,2023-04-14,10.0
25,2023-05-15,10.0
25,2023-06-14,10.0
25,2023-07-16,10.0
25,2023-08-16,10.0
25,2023-09-17,10.0
25,2023-10-18,10.0
25,2023-11-15,10.0
26,2023-01-07,10.0
26,2023-02-01,10.0
26,2023-03-04,10.0
26,2023-04-10,10.0
26,2023-05-10,10.0
26,2023-06-02,10.0
26,2023-07-08,10.0
26,2023-08-08,10.0
26,2023-09-07,10.0
26,2023-10-03,10.0
26,2023-10-28,10.0
26,2023-12-03,10.0
27,2021-05-25,10.0
27,2021-06-26,10.0
27,2021-07-26,10.0
27,2021-08-22,10.0
27,2021-09-24,10.0
27,2021-10-21,10.0
27,2021-11-28,10.0
27,2021-12-24,10.0
27,2022-01-26,10.0
27,2022-02-26,10.0
27,2022-03-26,10.0
27,2022-04-22,10.0
27,2022-05-25,10.0
27,2022-06-23,10.0
27,2022-07-23,10.0
27,2022-08-24,10.0
27,2022-09-22,10.0
27,2022-10-17,10.0
27,2022-11-16,10.0
27,2022-12-20,10.0
27,2023-01-15,10.0
27,2023-02-17,10.0
27,2023-03-17,10.0
27,2023-04-14,10.0
27,2023-05-18,10.0
27,2023-06-16,10.0
27,2023-07-20,10.0
27,2023-08-16,10.0
27,2023-09-14,10.0
27,2023-10-19,10.0
28,2021-04-21,40.0
28,2021-05-16,40.0
28,2021-06-24,40.0
28,2021-07-20,40.0
28,2021-08-17,40.0
28,2021-09-18,40.0
28,2021-10-16,40.0
28,2021-11-12,40.0
28,2021-12-18,40.0
28,2022-01-19,40.0
28,2022-02-13,40.0
28,2022-03-21,40.0
28,2022-04-18,40.0
28,2022-05-14,40.0
28,2022-06-11,40.0
28,2022-07-15,40.0
28,2022-08-16,40.0
28,2022-09-08,40.0
28,2022-10-15,40.0
28,2022-11-15,40.0
28,2022-12-07,40.0
28,2023-01-07,40.0
28,2023-02-13,40.0
28,2023-03-14,40.0
28,2023-04-12,40.0
28,2023-05-07,40.0
28,2023-06-12,40.0
28,2023-07-08,40.0
28,2023-08-09,40.0
28,2023-09-04,40.0
28,2023-10-12,40.0
28,2023-11-10,40.0
28,2023-12-02,40.0
29,2021-10-19,20.0
29,2021-11-19,20.0
29,2021-12-25,20.0
29,2022-01-21,20.0
29,2022-02-17,20.0
29,2022-03-18,20.0
29,2022-04-19,20.0
29,2022-05-21,20.0
29,2022-06-20,20.0
29,2022-07-25,20.0
29,2022-08-15,20.0
29,2022-09-15,20.0
29,2022-10-23,20.0
29,2022-11-20,20.0
29,2022-12-21,20.0
29,2023-01-13,20.0
29,2023-02-11,20.0
29,2023-03-21,20.0
29,2023-04-18,20.0
29,2023-05-18,20.0
29,2023-06-14,20.0
29,2023-07-14,20.0
29,2023-08-13,20.0
29,2023-09-09,20.0
29,2023-10-18,20.0
29,2023-11-14,20.0
30,2022-05-07,10.0
30,2022-05-31,10.0
30,2022-06-30,10.0
30,2022-08-02,10.0
30,2022-08-29,10.0
30,2022-09-30,10.0
30,2022-11-02,10.0
30,2022-11-30,10.0
30,2023-01-01,10.0
30,2023-01-30,10.0
30,2023-02-24,10.0
30,2023-04-01,10.0
30,2023-05-02,10.0
30,2023-05-28,10.0
30,2023-06-25,10.0
30,2023-07-31,10.0
30,2023-08-31,10.0
30,2023-09-22,10.0
30,2023-10-27,10.0
30,2023-11-21,10.0
31,2021-03-25,10.0
31,2021-04-20,10.0
31,2021-05-25,10.0
31,2021-06-19,10.0
31,2021-07-26,10.0
31,2021-08-25,10.0
31,2021-09-17,10.0
31,2021-10-19,10.0
31,2021-11-25,10.0
31,2021-12-25,10.0
31,2022-01-19,10.0
31,2022-02-15,10.0
31,2022-03-23,10.0
31,2022-04-21,10.0
31,2022-05-15,10.0
31,2022-06-23,10.0
31,2022-07-14,10.0
31,2022-08-15,10.0
31,2022-09-14,10.0
31,2022-10-19,10.0
31,2022-11-16,10.0
31,2022-12-16,10.0
31,2023-01-16,10.0
31,2023-02-17,10.0
31,2023-03-11,10.0
31,2023-04-15,10.0
31,2023-05-13,10.0
31,2023-06-09,10.0
31,2023-07-16,10.0
31,2023-08-12,10.0
31,2023-09-13,10.0
31,2023-10-16,10.0
31,2023-11-09,10.0
32,2023-08-30,40.0
32,2023-10-05,40.0
33,2022-06-12,10.0
33,2022-07-09,10.0
33,2022-08-05,10.0
33,2022-09-08,10.0
33,2022-10-11,10.0
33,2022-11-01,10.0
33,2022-12-06,10.0
33,2022-12-31,10.0
33,2023-02-07,10.0
33,2023-03-06,10.0
33,2023-04-08,10.0
33,2023-05-04,10.0
33,2023-05-31,10.0
33,2023-07-04,10.0
33,2023-07-31,10.0
33,2023-08-28,10.0
33,2023-09-27,10.0
34,2023-02-05,20.0
34,2023-03-07,20.0
34,2023-04-10,20.0
34,2023-05-08,20.0
34,2023-06-09,20.0
34,2023-07-04,20.0
34,2023-08-11,20.0
34,2023-09-10,20.0
34,2023-10-10,20.0
34,2023-11-02,20.0
35,2021-08-23,20.0
35,2021-09-28,20.0
35,2021-10-25,20.0
35,2021-11-20,20.0
35,2021-12-20,20.0
35,2022-01-22,20.0
35,2022-02-20,20.0
35,2022-03-27,20.0
35,2022-04-22,20.0
35,2022-05-25,20.0
35,2022-06-22,20.0
35,2022-07-20,20.0
35,2022-08-19,20.0
35,2022-09-22,20.0
35,2022-10-22,20.0
35,2022-11-23,20.0
35,2022-12-22,20.0
35,2023-01-22,20.0
35,2023-02-14,20.0
35,2023-03-14,20.0
35,2023-04-21,20.0
35,2023-05-13,20.0
35,2023-06-13,20.0
35,2023-07-16,20.0
35,2023-08-16,20.0
35,2023-09-18,20.0
36,2021-12-26,20.0
36,2022-01-24,20.0
36,2022-02-26,20.0
36,2022-03-26,20.0
36,2022-04-28,20.0
36,2022-05-26,20.0
36,2022-06-25,20.0
36,2022-07-31,20.0
36,2022-08-27,20.0
36,2022-09-26,20.0
36,2022-10-24,20.0
36,2022-11-20,20.0
36,2022-12-23,20.0
36,2023-01-20,20.0
36,2023-02-24,20.0
36,2023-03-28,20.0
36,2023-04-26,20.0
36,2023-05-18,20.0
36,2023-06-18,20.0
36,2023-07-20,20.0
36,2023-08-16,20.0
36,2023-09-16,20.0
36,2023-10-22,20.0
36,2023-11-21,20.0
37,2021-05-14,20.0
37,2021-06-14,20.0
37,2021-07-08,20.0
37,2021-08-08,20.0
37,2021-09-06,20.0
37,2021-10-07,20.0
37,2021-11-05,20.0
37,2021-12-08,20.0
37,2022-01-07,20.0
37,2022-02-09,20.0
37,2022-03-08,20.0
37,2022-04-10,20.0
37,2022-05-05,20.0
37,2022-06-07,20.0
37,2022-07-10,20.0
37,2022-08-02,20.0
37,2022-09-02,20.0
37,2022-10-01,20.0
37,2022-11-05,20.0
37,2022-11-30,20.0
37,2023-01-02,20.0
37,2023-01-30,20.0
37,2023-03-06,20.0
37,2023-04-06,20.0
37,2023-05-04,20.0
37,2023-06-02,20.0
37,2023-06-30,20.0
37,2023-07-29,20.0
37,2023-08-31,20.0
37,2023-10-02,20.0
37,2023-10-29,20.0
37,2023-11-29,20.0
38,2023-03-16,20.0
38,2023-04-19,20.0
38,2023-05-16,20.0
38,2023-06-17,20.0
38,2023-07-19,20.0
38,2023-08-15,20.0
38,2023-09-16,20.0
39,2023-04-28,20.0
39,2023-06-02,20.0
39,2023-06-27,20.0
39,2023-07-27,20.0
39,2023-08-27,20.0
39,2023-10-02,20.0
39,2023-11-01,20.0
40,2021-08-30,20.0
40,2021-10-07,20.0
40,2021-10-30,20.0
40,2021-12-07,20.0
40,2021-12-30,20.0
40,2022-01-27,20.0
40,2022-03-02,20.0
40,2022-04-02,20.0
40,2022-05-01,20.0
40,2022-05-31,20.0
40,2022-07-05,20.0
40,2022-07-28,20.0
40,2022-08-29,20.0
40,2022-09-29,20.0
40,2022-10-31,20.0
40,2022-11-23,20.0
40,2022-12-30,20.0
40,2023-01-26,20.0
40,2023-02-23,20.0
40,2023-03-27,20.0
40,2023-04-26,20.0
40,2023-05-31,20.0
40,2023-06-21,20.0
40,2023-07-27,20.0
40,2023-08-23,20.0
40,2023-09-22,20.0
40,2023-10-20,20.0
41,2023-02-25,10.0
41,2023-03-30,10.0
41,2023-04-27,10.0
41,2023-05-31,10.0
41,2023-06-26,10.0
41,2023-07-22,10.0
41,2023-08-30,10.0
41,2023-09-27,10.0
42,2021-04-01,20.0
42,2021-05-01,20.0
42,2021-06-01,20.0
42,2021-06-30,20.0
42,2021-07-30,20.0
42,2021-08-29,20.0
42,2021-10-06,20.0
42,2021-11-03,20.0
42,2021-12-04,20.0
42,2021-12-29,20.0
42,2022-01-28,20.0
42,2022-03-03,20.0
42,2022-03-26,20.0
42,2022-05-03,20.0
42,2022-05-28,20.0
42,2022-06-28,20.0
42,2022-07-25,20.0
42,2022-08-23,20.0
42,2022-09-25,20.0
42,2022-10-24,20.0
42,2022-11-23,20.0
42,2022-12-28,20.0
42,2023-01-20,20.0
42,2023-02-19,20.0
42,2023-03-26,20.0
42,2023-04-25,20.0
42,2023-05-22,20.0
42,2023-06-22,20.0
42,2023-07-27,20.0
42,2023-08-24,20.0
42,2023-09-19,20.0
43,2022-03-12,10.0
43,2022-04-12,10.0
43,2022-05-11,10.0
43,2022-06-11,10.0
43,2022-07-10,10.0
43,2022-08-08,10.0
43,2022-09-03,10.0
43,2022-10-09,10.0
43,2022-11-08,10.0
43,2022-12-08,10.0
43,2023-01-06,10.0
43,2023-02-05,10.0
43,2023-03-01,10.0
43,2023-04-08,10.0
43,2023-05-07,10.0
43,2023-06-05,10.0
43,2023-07-04,10.0
43,2023-08-03,10.0
43,2023-09-05,10.0
43,2023-10-05,10.0
43,2023-10-27,10.0
43,2023-12-04,10.0
44,2021-07-03,10.0
44,2021-07-25,10.0
44,2021-09-01,10.0
44,2021-09-29,10.0
44,2021-10-25,10.0
44,2021-11-28,10.0
44,2021-12-22,10.0
44,2022-01-29,10.0
44,2022-02-23,10.0
44,2022-03-24,10.0
44,2022-04-22,10.0
44,2022-05-28,10.0
44,2022-06-26,10.0
44,2022-07-25,10.0
44,2022-08-19,10.0
44,2022-09-22,10.0
44,2022-10-22,10.0
44,2022-11-24,10.0
44,2022-12-20,10.0
44,2023-01-19,10.0
44,2023-02-23,10.0
44,2023-03-24,10.0
44,2023-04-22,10.0
44,2023-05-23,10.0
44,2023-06-16,10.0
44,2023-07-23,10.0
44,2023-08-15,10.0
44,2023-09-15,10.0
45,2023-04-03,10.0
45,2023-05-02,10.0
45,2023-05-30,10.0
45,2023-06-28,10.0
45,2023-07-25,10.0
45,2023-08-30,10.0
45,2023-09-23,10.0
45,2023-10-23,10.0
46,2022-01-12,10.0
46,2022-02-11,10.0
46,2022-03-13,10.0
46,2022-04-08,10.0
46,2022-05-12,10.0
46,2022-06-12,10.0
46,2022-07-07,10.0
46,2022-08-06,10.0
46,2022-09-07,10.0
46,2022-10-07,10.0
46,2022-11-10,10.0
46,2022-12-05,10.0
46,2023-01-04,10.0
46,2023-02-07,10.0
46,2023-03-08,10.0
46,2023-04-09,10.0
46,2023-05-10,10.0
46,2023-06-02,10.0
46,2023-07-04,10.0
46,2023-08-08,10.0
46,2023-09-04,10.0
46,2023-10-08,10.0
46,2023-11-04,10.0
46,2023-12-02,10.0
47,2022-06-08,20.0
47,2022-07-08,20.0
47,2022-08-06,20.0
47,2022-09-02,20.0
47,2022-10-07,20.0
47,2022-11-04,20.0
47,2022-11-30,20.0
47,2023-01-01,20.0
47,2023-01-31,20.0
47,2023-03-01,20.0
47,2023-04-05,20.0
47,2023-05-08,20.0
47,2023-05-29,20.0
47,2023-07-01,20.0
47,2023-07-28,20.0
47,2023-09-03,20.0
47,2023-09-28,20.0
47,2023-10-27,20.0
47,2023-11-30,20.0
48,2022-05-30,10.0
48,2022-07-02,10.0
48,2022-07-26,10.0
48,2022-09-01,10.0
48,2022-09-25,10.0
48,2022-10-28,10.0
48,2022-11-27,10.0
48,2022-12-25,10.0
48,2023-01-22,10.0
48,2023-02-27,10.0
48,2023-03-28,10.0
48,2023-04-23,10.0
48,2023-05-20,10.0
48,2023-06-21,10.0
48,2023-07-25,10.0
48,2023-08-25,10.0
48,2023-09-17,10.0
48,2023-10-20,10.0
49,2022-06-13,40.0
49,2022-07-07,40.0
49,2022-08-09,40.0
49,2022-09-03,40.0
49,2022-10-05,40.0
49,2022-11-08,40.0
49,2022-12-05,40.0
49,2023-01-09,40.0
49,2023-02-05,40.0
49,2023-03-10,40.0
49,2023-04-04,40.0
49,2023-05-08,40.0
49,2023-06-08,40.0
49,2023-07-07,40.0
49,2023-08-02,40.0
49,2023-08-31,40.0
49,2023-10-03,40.0
49,2023-11-06,40.0
49,2023-11-29,40.0
50,2021-10-23,10.0
50,2021-11-19,10.0
50,2021-12-18,10.0
50,2022-01-25,10.0
50,2022-02-24,10.0
50,2022-03-20,10.0
50,2022-04-26,10.0
50,2022-05-17,10.0
50,2022-06-20,10.0
50,2022-07-17,10.0
50,2022-08-21,10.0
50,2022-09-15,10.0
50,2022-10-20,10.0
50,2022-11-20,10.0
50,2022-12-15,10.0
50,2023-01-12,10.0
50,2023-02-12,10.0
50,2023-03-19,10.0
50,2023-04-21,10.0
50,2023-05-14,10.0
50,2023-06-15,10.0
50,2023-07-15,10.0
50,2023-08-10,10.0
50,2023-09-10,10.0
50,2023-10-16,10.0
50,2023-11-13,10.0
51,2022-09-09,20.0
51,2022-10-06,20.0
51,2022-11-05,20.0
51,2022-12-09,20.0
51,2023-01-10,20.0
51,2023-02-10,20.0
51,2023-03-07,20.0
51,2023-04-04,20.0
51,2023-05-08,20.0
51,2023-06-09,20.0
51,2023-07-05,20.0
51,2023-08-05,20.0
51,2023-08-30,20.0
51,2023-10-04,20.0
51,2023-11-04,20.0
52,2023-06-21,20.0
52,2023-07-13,20.0
52,2023-08-17,20.0
52,2023-09-13,20.0
53,2022-07-05,20.0
53,2022-08-03,20.0
53,2022-09-03,20.0
53,2022-10-05,20.0
53,2022-11-07,20.0
53,2022-12-02,20.0
53,2022-12-30,20.0
53,2023-01-27,20.0
53,2023-03-04,20.0
53,2023-04-06,20.0
53,2023-05-05,20.0
53,2023-06-05,20.0
53,2023-07-02,20.0
53,2023-07-30,20.0
53,2023-09-02,20.0
53,2023-09-24,20.0
53,2023-10-30,20.0
54,2021-07-31,10.0
54,2021-08-30,10.0
54,2021-10-05,10.0
54,2021-11-01,10.0
54,2021-12-05,10.0
54,2022-01-05,10.0
54,2022-01-29,10.0
54,2022-03-07,10.0
54,2022-04-03,10.0
54,2022-05-06,10.0
54,2022-06-01,10.0
54,2022-07-02,10.0
54,2022-07-29,10.0
54,2022-08-31,10.0
54,2022-10-02,10.0
54,2022-10-31,10.0
54,2022-12-02,10.0
54,2022-12-26,10.0
54,2023-01-26,10.0
54,2023-02-26,10.0
54,2023-03-28,10.0
54,2023-04-26,10.0
54,2023-05-30,10.0
54,2023-06-23,10.0
54,2023-07-23,10.0
54,2023-08-26,10.0
54,2023-09-19,10.0
54,2023-10-26,10.0
55,2021-02-05,20.0
55,2021-03-03,20.0
55,2021-04-05,20.0
55,2021-05-06,20.0
55,2021-05-30,20.0
55,2021-07-05,20.0
55,2021-07-29,20.0
55,2021-08-25,20.0
55,2021-09-28,20.0
55,2021-10-31,20.0
55,2021-12-01,20.0
55,2021-12-25,20.0
55,2022-01-23,20.0
55,2022-02-27,20.0
55,2022-03-30,20.0
55,2022-04-25,20.0
55,2022-05-31,20.0
55,2022-06-22,20.0
55,2022-07-28,20.0
55,2022-08-25,20.0
55,2022-09-21,20.0
55,2022-10-28,20.0
55,2022-11-20,20.0
55,2022-12-18,20.0
55,2023-01-22,20.0
55,2023-02-23,20.0
55,2023-03-19,20.0
55,2023-04-17,20.0
55,2023-05-25,20.0
55,2023-06-16,20.0
55,2023-07-16,20.0
55,2023-08-23,20.0
55,2023-09-16,20.0
55,2023-10-17,20.0
55,2023-11-16,20.0
56,2021-05-29,40.0
56,2021-06-29,40.0
56,2021-07-23,40.0
56,2021-08-29,40.0
56,2021-09-25,40.0
56,2021-10-19,40.0
56,2021-11-19,40.0
56,2021-12-19,40.0
56,2022-01-26,40.0
56,2022-02-20,40.0
56,2022-03-21,40.0
56,2022-04-17,40.0
56,2022-05-25,40.0
56,2022-06-25,40.0
56,2022-07-24,40.0
56,2022-08-19,40.0
56,2022-09-22,40.0
56,2022-10-23,40.0
56,2022-11-18,40.0
56,2022-12-19,40.0
56,2023-01-13,40.0
56,2023-02-15,40.0
56,2023-03-19,40.0
56,2023-04-20,40.0
56,2023-05-21,40.0
56,2023-06-13,40.0
56,2023-07-19,40.0
56,2023-08-11,40.0
56,2023-09-17,40.0
56,2023-10-10,40.0
57,2021-04-03,10.0
57,2021-05-02,10.0
57,2021-06-05,10.0
57,2021-06-30,10.0
57,2021-08-05,10.0
57,2021-09-03,10.0
57,2021-10-05,10.0
57,2021-10-31,10.0
57,2021-12-02,10.0
57,2021-12-28,10.0
57,2022-02-03,10.0
57,2022-02-27,10.0
57,2022-04-02,10.0
57,2022-04-28,10.0
57,2022-05-30,10.0
57,2022-06-25,10.0
57,2022-07-31,10.0
57,2022-09-01,10.0
57,2022-09-22,10.0
57,2022-10-28,10.0
57,2022-11-22,10.0
57,2022-12-29,10.0
57,2023-01-27,10.0
57,2023-02-23,10.0
57,2023-03-25,10.0
57,2023-04-20,10.0
57,2023-05-24,10.0
57,2023-06-21,10.0
57,2023-07-19,10.0
57,2023-08-27,10.0
57,2023-09-25,10.0
57,2023-10-21,10.0
58,2021-04-18,20.0
58,2021-05-13,20.0
58,2021-06-19,20.0
58,2021-07-19,20.0
58,2021-08-16,20.0
58,2021-09-10,20.0
58,2021-10-11,20.0
58,2021-11-14,20.0
58,2021-12-11,20.0
58,2022-01-08,20.0
58,2022-02-09,20.0
58,2022-03-15,20.0
58,2022-04-15,20.0
58,2022-05-07,20.0
58,2022-06-10,20.0
58,2022-07-13,20.0
58,2022-08-13,20.0
58,2022-09-07,20.0
58,2022-10-11,20.0
58,2022-11-10,20.0
58,2022-12-08,20.0
58,2023-01-03,20.0
58,2023-02-09,20.0
58,2023-03-03,20.0
58,2023-04-08,20.0
58,2023-05-05,20.0
58,2023-06-07,20.0
58,2023-07-07,20.0
58,2023-08-08,20.0
58,2023-08-29,20.0
58,2023-09-28,20.0
59,2021-05-21,20.0
59,2021-06-20,20.0
59,2021-07-16,20.0
59,2021-08-19,20.0
59,2021-09-14,20.0
59,2021-10-16,20.0
59,2021-11-12,20.0
59,2021-12-11,20.0
59,2022-01-18,20.0
59,2022-02-15,20.0
59,2022-03-17,20.0
59,2022-04-16,20.0
59,2022-05-10,20.0
59,2022-06-17,20.0
59,2022-07-18,20.0
59,2022-08-09,20.0
