customer_id,event_date,event_type
13,2023-09-05,login
13,2023-11-11,login
13,2023-06-08,login
13,2023-08-11,login
13,2023-07-18,login
13,2023-12-07,login
13,2023-06-30,login
14,2023-02-17,login
14,2022-10-21,login
14,2023-01-19,login
14,2023-01-11,login
14,2023-09-28,login
14,2022-11-20,login
14,2023-10-06,login
14,2022-11-09,login
14,2022-10-26,login
14,2023-01-05,login
14,2022-12-15,login
14,2023-02-25,login
14,2023-04-26,login
14,2022-12-15,login
14,2023-09-06,login
14,2023-09-19,login
14,2023-10-28,login
14,2023-06-01,login
14,2023-08-03,login
15,2021-10-15,login
15,2022-04-23,login
15,2022-02-06,login
15,2022-07-31,login
15,2023-04-13,login
15,2022-02-11,login
15,2023-08-28,login
15,2023-07-21,login
15,2023-12-02,login
15,2023-11-18,login
15,2022-09-01,login
15,2021-09-19,login
15,2022-09-27,login
15,2023-06-12,login
15,2023-04-11,login
15,2021-11-09,login
15,2021-10-31,login
15,2022-10-28,login
15,2022-10-07,login
15,2022-07-26,login
15,2022-09-28,login
15,2021-10-18,login
15,2023-05-21,login
15,2022-04-08,login
15,2022-05-06,login
15,2022-09-03,login
15,2022-08-06,login
15,2023-04-20,login
15,2022-08-01,login
15,2022-05-25,login
15,2021-10-24,login
15,2021-11-12,login
15,2023-06-16,login
15,2023-07-13,login
15,2022-08-19,login
15,2022-05-13,login
15,2021-11-21,login
15,2023-05-17,login
15,2022-04-22,login
15,2022-01-28,login
15,2022-04-26,login
15,2023-03-19,login
15,2023-08-19,login
15,2022-05-20,login
15,2022-04-06,login
15,2022-10-17,login
15,2022-01-26,login
15,2021-11-17,login
15,2022-07-08,login
15,2022-03-15,login
15,2021-10-12,login
15,2023-03-26,login
15,2021-09-24,login
15,2021-12-24,login
15,2023-06-27,login
15,2022-05-04,login
15,2022-11-22,login
15,2022-03-20,login
16,2023-03-06,login
16,2021-12-13,login
16,2023-08-02,login
16,2023-07-09,login
16,2022-06-10,login
16,2022-07-10,login
16,2023-07-21,login
16,2023-09-14,login
16,2021-11-08,login
16,2022-10-06,login
16,2022-10-19,login
16,2023-07-27,login
16,2023-04-22,login
16,2023-08-04,login
16,2023-08-19,login
16,2022-09-05,login
16,2021-09-12,login
16,2022-06-23,login
16,2022-10-07,login
16,2023-09-18,login
16,2023-05-31,login
16,2023-02-23,login
16,2021-08-09,login
16,2022-10-12,login
16,2021-11-11,login
16,2023-08-20,login
16,2023-10-07,login
16,2023-01-21,login
16,2023-02-23,login
16,2023-10-07,login
16,2022-10-25,login
16,2021-11-07,login
16,2022-01-17,login
16,2021-10-21,login
16,2023-04-03,login
16,2023-06-30,login
16,2021-09-28,login
16,2022-05-07,login
16,2023-08-18,login
16,2022-08-03,login
16,2022-03-18,login
16,2022-09-23,login
16,2023-10-02,login
16,2023-09-17,login
16,2022-01-31,login
16,2023-10-26,login
16,2022-03-04,login
16,2023-08-29,login
16,2021-10-25,login
16,2022-10-07,login
16,2022-11-17,login
16,2022-01-29,login
16,2021-12-03,login
16,2023-01-21,login
16,2021-10-18,login
16,2022-04-24,login
16,2023-10-06,login
16,2022-11-21,login
16,2022-01-08,login
16,2021-10-03,login
16,2023-06-21,login
16,2023-10-02,login
16,2021-10-30,login
16,2021-08-29,login
16,2022-01-25,login
16,2021-08-17,login
16,2022-09-13,login
16,2023-08-09,login
16,2023-09-27,login
16,2021-09-03,login
16,2022-02-07,login
16,2022-03-28,login
16,2022-04-03,login
16,2023-06-18,login
16,2023-08-10,login
16,2022-01-22,login
16,2022-10-25,login
16,2022-12-03,login
16,2022-12-31,login
16,2023-01-03,login
16,2022-03-02,login
16,2023-05-11,login
16,2022-05-19,login
17,2023-02-09,login
17,2022-08-03,login
17,2023-02-06,login
17,2023-08-02,login
17,2022-02-18,login
17,2022-07-31,login
17,2023-09-29,login
17,2023-12-16,login
17,2022-07-31,login
17,2021-11-12,login
17,2021-12-07,login
17,2022-12-09,login
17,2021-09-08,login
17,2023-12-05,login
17,2023-04-05,login
17,2021-11-21,login
17,2022-05-14,login
17,2023-10-14,login
17,2021-11-01,login
17,2023-12-16,login
17,2022-08-06,login
17,2023-06-05,login
17,2023-06-01,login
17,2022-06-14,login
17,2023-06-16,login
17,2022-11-01,login
17,2022-06-13,login
17,2022-03-26,login
17,2022-11-22,login
17,2022-12-22,login
17,2023-07-27,login
17,2023-10-23,login
17,2023-05-25,login
17,2022-06-18,login
17,2022-09-15,login
17,2022-03-09,login
17,2022-06-01,login
17,2023-07-19,login
17,2022-06-09,login
17,2023-04-28,login
17,2023-04-29,login
17,2022-03-22,login
17,2021-10-23,login
17,2023-02-23,login
17,2023-09-19,login
17,2022-06-27,login
17,2022-01-29,login
17,2023-01-02,login
17,2021-12-04,login
17,2022-02-03,login
17,2022-04-09,login
17,2022-11-17,login
17,2022-02-02,login
17,2023-08-18,login
17,2023-12-07,login
17,2022-11-22,login
17,2022-10-16,login
17,2023-06-17,login
17,2022-06-12,login
17,2023-09-01,login
17,2022-03-21,login
17,2023-08-12,login
17,2022-03-28,login
18,2023-11-16,login
18,2023-10-17,login
18,2023-07-10,login
18,2023-06-21,login
18,2023-09-22,login
18,2023-06-08,login
18,2023-06-08,login
18,2023-01-23,login
18,2023-08-14,login
18,2023-03-04,login
18,2023-10-15,login
18,2023-04-09,login
18,2023-03-28,login
18,2023-05-26,login
18,2023-07-07,login
18,2023-03-26,login
18,2023-06-01,login
18,2023-11-29,login
18,2023-10-24,login
18,2023-11-28,login
18,2023-12-02,login
19,2023-07-07,login
19,2023-03-26,login
19,2023-11-14,login
19,2023-01-06,login
19,2023-03-05,login
19,2023-04-18,login
19,2022-12-18,login
19,2023-12-13,login
19,2023-10-30,login
19,2023-07-11,login
19,2023-10-04,login
19,2023-12-02,login
19,2023-11-04,login
19,2023-05-17,login
19,2023-09-16,login
19,2023-07-30,login
19,2023-08-14,login
19,2023-12-02,login
19,2022-12-26,login
19,2023-05-20,login
19,2023-04-23,login
19,2022-12-26,login
19,2023-11-21,login
19,2023-03-06,login
19,2023-03-22,login
19,2023-04-01,login
20,2023-12-11,login
20,2023-11-13,login
20,2023-11-11,login
20,2023-11-15,login
20,2023-11-22,login
21,2023-10-02,login
21,2023-03-26,login
21,2023-10-12,login
21,2023-11-10,login
21,2023-11-26,login
21,2023-10-24,login
21,2023-02-17,login
21,2023-07-13,login
21,2023-11-29,login
21,2023-02-14,login
21,2023-04-27,login
21,2023-04-12,login
21,2023-07-02,login
21,2023-08-19,login
21,2023-03-02,login
21,2023-02-25,login
21,2023-11-08,login
21,2023-05-30,login
21,2023-03-17,login
22,2023-03-12,login
22,2023-07-03,login
22,2022-09-08,login
22,2022-09-11,login
22,2023-01-13,login
22,2021-10-24,login
22,2021-10-28,login
22,2021-11-21,login
22,2022-06-03,login
22,2022-02-13,login
22,2022-07-28,login
22,2021-10-12,login
22,2023-05-04,login
22,2022-07-28,login
22,2022-07-27,login
22,2022-08-20,login
22,2022-02-02,login
22,2022-03-26,login
22,2022-02-26,login
22,2022-01-03,login
22,2022-02-09,login
22,2021-10-31,login
22,2022-11-10,login
22,2021-12-08,login
22,2023-01-23,login
22,2023-11-24,login
22,2023-08-11,login
22,2023-10-07,login
22,2022-05-10,login
22,2022-09-24,login
22,2022-04-29,login
22,2022-12-13,login
22,2022-07-19,login
22,2023-04-10,login
22,2023-09-12,login
22,2023-06-12,login
22,2022-05-11,login
22,2023-05-17,login
22,2022-02-01,login
22,2022-05-21,login
22,2023-04-27,login
22,2022-04-15,login
22,2023-09-10,login
22,2022-04-08,login
22,2022-08-12,login
22,2023-09-19,login
22,2023-10-12,login
22,2022-01-27,login
22,2022-12-23,login
22,2022-04-11,login
22,2023-04-30,login
22,2022-03-07,login
22,2023-12-15,login
22,2022-12-22,login
22,2022-01-16,login
23,2023-10-08,login
24,2023-11-06,login
24,2023-11-14,login
25,2023-06-20,login
25,2023-06-06,login
25,2023-09-27,login
25,2023-11-17,login
25,2023-03-15,login
25,2023-10-06,login
25,2023-04-18,login
25,2023-12-04,login
25,2023-05-21,login
25,2023-07-13,login
25,2023-08-28,login
25,2023-04-01,login
25,2023-09-07,login
25,2023-06-30,login
25,2023-11-27,login
25,2023-11-18,login
25,2023-10-20,login
25,2023-03-28,login
25,2023-06-07,login
26,2023-12-06,login
26,2023-07-10,login
26,2023-07-15,login
26,2023-10-19,login
26,2023-08-03,login
26,2023-02-23,login
26,2023-09-27,login
26,2023-12-27,login
26,2023-07-17,login
26,2023-05-09,login
26,2023-10-25,login
26,2023-04-28,login
26,2023-09-21,login
26,2023-08-26,login
26,2023-12-16,login
26,2023-09-26,login
26,2023-09-13,login
26,2023-09-28,login
26,2023-10-27,login
26,2023-11-22,login
26,2023-12-22,login
26,2023-04-21,login
27,2021-06-29,login
27,2022-02-07,login
27,2023-07-27,login
27,2021-07-27,login
27,2023-01-16,login
27,2021-09-08,login
27,2022-09-13,login
27,2022-07-15,login
27,2023-10-31,login
27,2021-11-19,login
27,2023-08-03,login
27,2022-05-29,login
27,2023-08-14,login
27,2023-01-08,login
27,2022-03-10,login
27,2023-12-03,login
27,2022-05-12,login
27,2023-03-15,login
27,2022-07-01,login
27,2022-05-11,login
27,2022-06-09,login
27,2023-06-06,login
27,2023-03-15,login
27,2023-06-27,login
27,2023-06-19,login
27,2022-02-15,login
27,2022-09-17,login
27,2022-06-21,login
27,2022-12-03,login
27,2021-09-16,login
27,2023-05-20,login
27,2023-07-13,login
27,2021-10-26,login
27,2021-08-20,login
27,2023-11-20,login
27,2021-11-18,login
27,2021-12-18,login
27,2021-08-22,login
27,2023-09-02,login
27,2021-10-30,login
27,2023-03-21,login
27,2023-05-18,login
27,2023-09-11,login
27,2022-01-17,login
27,2022-07-10,login
27,2023-05-03,login
27,2023-09-12,login
27,2023-05-22,login
27,2021-11-18,login
27,2022-08-22,login
27,2022-09-27,login
27,2023-08-24,login
27,2021-07-27,login
27,2022-01-05,login
27,2022-05-07,login
28,2022-01-11,login
28,2021-12-25,login
28,2022-10-17,login
28,2023-10-12,login
28,2023-03-24,login
28,2021-11-12,login
28,2023-06-26,login
28,2022-05-12,login
28,2021-07-28,login
28,2023-03-27,login
28,2022-03-16,login
28,2021-09-19,login
28,2022-11-19,login
28,2021-10-30,login
28,2023-12-07,login
28,2023-06-16,login
28,2023-09-15,login
28,2022-11-08,login
28,2023-07-18,login
28,2023-03-27,login
28,2023-05-24,login
28,2023-09-30,login
28,2021-09-13,login
28,2023-09-25,login
28,2022-03-13,login
28,2023-01-08,login
28,2022-02-03,login
28,2021-06-23,login
28,2022-03-14,login
28,2022-03-28,login
28,2022-03-17,login
28,2023-03-03,login
28,2023-06-17,login
28,2023-06-29,login
28,2021-08-20,login
28,2021-05-15,login
28,2021-05-24,login
28,2023-09-20,login
28,2022-02-08,login
28,2023-10-30,login
28,2023-09-11,login
28,2022-10-07,login
28,2023-07-06,login
28,2023-06-15,login
28,2023-10-09,login
28,2022-10-05,login
28,2021-06-30,login
28,2023-04-12,login
28,2022-05-27,login
28,2022-03-10,login
28,2022-04-13,login
28,2023-05-03,login
28,2022-05-25,login
28,2022-10-19,login
28,2022-11-15,login
28,2021-12-30,login
28,2021-05-14,login
28,2022-11-02,login
28,2022-07-05,login
28,2023-04-20,login
28,2021-06-23,login
28,2023-08-31,login
28,2023-11-18,login
28,2021-09-15,login
28,2022-08-14,login
28,2023-12-09,login
28,2022-02-07,login
28,2022-04-03,login
28,2022-09-08,login
28,2022-09-25,login
28,2022-04-17,login
28,2022-10-23,login
28,2022-08-17,login
28,2023-11-28,login
28,2023-05-23,login
28,2023-06-04,login
28,2023-11-01,login
28,2021-12-30,login
28,2021-06-13,login
28,2021-09-12,login
28,2023-07-03,login
28,2023-06-14,login
28,2022-07-15,login
28,2023-03-07,login
28,2022-11-10,login
28,2021-06-28,login
28,2023-07-07,login
28,2022-09-13,login
28,2021-08-24,login
28,2021-04-17,login
29,2023-11-29,login
29,2023-05-23,login
29,2022-08-22,login
29,2023-02-04,login
29,2023-11-22,login
29,2022-09-14,login
29,2023-08-27,login
29,2023-12-05,login
29,2021-12-18,login
29,2022-09-27,login
29,2023-04-27,login
29,2021-11-10,login
29,2023-04-10,login
29,2023-03-24,login
29,2023-11-21,login
29,2023-02-14,login
29,2023-07-23,login
29,2022-09-18,login
29,2023-06-29,login
29,2022-12-16,login
29,2023-05-29,login
29,2022-03-30,login
29,2022-03-16,login
29,2023-09-16,login
29,2023-07-12,login
29,2021-12-25,login
29,2023-06-27,login
29,2023-02-16,login
29,2023-06-01,login
29,2023-05-09,login
29,2023-03-03,login
29,2023-03-27,login
29,2022-11-29,login
29,2023-04-20,login
29,2022-01-14,login
29,2022-10-14,login
29,2023-08-23,login
29,2023-10-05,login
29,2023-01-03,login
29,2021-12-29,login
29,2022-03-22,login
29,2021-12-26,login
29,2023-02-07,login
29,2023-01-30,login
29,2022-03-01,login
29,2021-11-25,login
29,2023-11-26,login
29,2023-05-15,login
29,2022-11-04,login
29,2023-01-13,login
29,2022-07-31,login
29,2023-05-21,login
29,2022-08-08,login
30,2023-08-26,login
30,2023-04-17,login
30,2023-04-27,login
30,2022-12-20,login
30,2023-06-16,login
30,2023-08-26,login
30,2023-04-02,login
30,2023-11-03,login
30,2022-09-14,login
30,2023-04-26,login
30,2022-11-08,login
30,2023-10-03,login
30,2022-07-21,login
30,2022-08-30,login
30,2023-03-20,login
30,2023-03-01,login
30,2023-06-11,login
30,2023-12-02,login
30,2023-08-28,login
30,2023-10-08,login
30,2023-09-27,login
30,2023-06-19,login
30,2022-11-13,login
30,2023-10-09,login
30,2022-08-13,login
30,2022-11-14,login
30,2023-06-23,login
30,2023-08-02,login
30,2023-11-24,login
30,2023-11-24,login
30,2022-05-20,login
30,2022-07-27,login
30,2023-09-07,login
31,2021-04-21,login
31,2021-05-01,login
31,2021-04-07,login
31,2021-05-26,login
31,2021-10-17,login
31,2021-10-19,login
31,2023-10-28,login
31,2021-05-09,login
31,2023-06-03,login
31,2021-12-16,login
31,2022-12-03,login
31,2021-11-20,login
31,2023-06-18,login
31,2023-07-18,login
31,2023-09-27,login
31,2022-02-28,login
31,2023-08-19,login
31,2023-07-08,login
31,2021-04-09,login
31,2022-01-28,login
31,2021-06-12,login
31,2021-07-21,login
31,2023-02-13,login
31,2022-10-12,login
31,2021-12-26,login
31,2022-01-13,login
31,2023-07-02,login
31,2023-01-13,login
31,2022-02-09,login
31,2023-06-12,login
31,2023-08-03,login
31,2021-05-09,login
31,2023-01-18,login
31,2023-01-18,login
31,2022-04-29,login
31,2023-09-23,login
31,2023-07-10,login
31,2022-11-28,login
31,2022-04-27,login
31,2021-06-20,login
31,2022-09-23,login
31,2023-10-06,login
31,2023-09-04,login
31,2022-06-13,login
31,2022-10-04,login
31,2021-08-07,login
31,2023-11-09,login
31,2021-06-26,login
31,2023-10-09,login
31,2023-03-21,login
31,2022-07-26,login
31,2022-03-19,login
31,2021-07-04,login
31,2022-08-20,login
31,2022-06-20,login
31,2022-03-13,login
31,2022-11-22,login
31,2021-10-19,login
31,2022-03-19,login
31,2023-06-26,login
31,2022-10-15,login
31,2022-09-03,login
31,2021-08-15,login
31,2021-12-23,login
31,2021-09-29,login
31,2021-08-31,login
32,2023-10-29,login
32,2023-09-18,login
32,2023-09-29,login
32,2023-12-14,login
32,2023-12-12,login
33,2022-08-03,login
33,2022-07-14,login
33,2023-09-24,login
33,2023-11-08,login
33,2023-10-10,login
33,2022-07-11,login
33,2023-03-31,login
33,2023-10-08,login
33,2023-08-12,login
33,2023-09-27,login
33,2023-07-07,login
33,2023-08-18,login
33,2023-03-28,login
33,2023-07-26,login
33,2023-06-09,login
33,2022-09-12,login
33,2023-08-11,login
33,2023-02-19,login
33,2023-01-07,login
33,2023-04-12,login
33,2022-11-09,login
33,2022-07-18,login
33,2023-03-31,login
33,2023-04-07,login
33,2022-09-09,login
33,2023-10-01,login
33,2023-06-09,login
33,2023-11-21,login
33,2023-11-06,login
33,2022-12-17,login
33,2022-09-25,login
34,2023-03-15,login
34,2023-07-31,login
34,2023-05-18,login
34,2023-02-04,login
34,2023-11-03,login
34,2023-04-05,login
34,2023-09-23,login
34,2023-06-24,login
34,2023-12-24,login
34,2023-04-24,login
34,2023-11-11,login
34,2023-04-14,login
34,2023-02-07,login
34,2023-07-11,login
34,2023-08-07,login
34,2023-09-04,login
34,2023-07-31,login
34,2023-03-04,login
34,2023-09-28,login
34,2023-06-24,login
34,2023-12-07,login
34,2023-09-10,login
35,2022-10-01,login
35,2021-09-14,login
35,2023-05-13,login
35,2022-09-11,login
35,2023-04-02,login
35,2023-06-24,login
35,2022-11-28,login
35,2023-05-03,login
35,2023-05-09,login
35,2022-05-13,login
35,2023-03-03,login
35,2023-09-10,login
35,2023-12-09,login
35,2023-06-30,login
35,2021-10-17,login
35,2021-10-14,login
35,2023-12-02,login
35,2022-10-05,login
35,2023-03-28,login
35,2021-12-30,login
35,2023-01-29,login
35,2023-04-16,login
35,2021-09-26,login
35,2021-11-18,login
35,2021-10-15,login
35,2021-10-17,login
35,2022-06-29,login
35,2022-01-05,login
35,2023-09-24,login
35,2023-03-13,login
35,2023-08-24,login
35,2022-02-19,login
35,2023-11-07,login
35,2021-12-24,login
35,2022-07-27,login
35,2021-09-29,login
35,2021-11-18,login
35,2022-08-29,login
35,2021-09-19,login
35,2023-09-11,login
35,2022-07-03,login
35,2022-01-01,login
35,2023-11-01,login
35,2022-11-27,login
35,2023-09-27,login
35,2022-09-18,login
35,2023-01-09,login
35,2023-04-15,login
36,2022-12-10,login
36,2022-08-15,login
36,2023-12-03,login
36,2022-11-24,login
36,2022-02-08,login
36,2022-11-14,login
36,2022-04-12,login
36,2022-02-15,login
36,2022-03-07,login
36,2022-06-21,login
36,2023-09-19,login
36,2022-03-12,login
36,2023-07-04,login
36,2023-07-23,login
36,2023-11-23,login
36,2022-06-27,login
36,2022-08-17,login
36,2022-02-21,login
36,2023-11-27,login
36,2023-02-12,login
36,2023-07-26,login
36,2023-04-07,login
36,2022-01-28,login
36,2022-01-01,login
36,2022-12-17,login
36,2022-12-20,login
36,2022-03-31,login
36,2022-06-18,login
36,2022-10-09,login
36,2022-12-29,login
36,2022-06-02,login
36,2022-01-15,login
36,2022-08-03,login
36,2023-02-09,login
36,2022-04-22,login
36,2023-05-31,login
36,2023-05-27,login
36,2022-07-18,login
36,2022-02-23,login
36,2022-01-13,login
36,2022-10-11,login
36,2022-09-08,login
36,2023-09-19,login
36,2022-08-18,login
36,2022-04-08,login
37,2021-08-28,login
37,2023-09-16,login
37,2023-11-07,login
37,2021-12-24,login
37,2023-05-18,login
37,2021-05-19,login
37,2022-02-20,login
37,2023-08-02,login
37,2021-10-30,login
37,2022-08-19,login
37,2023-02-27,login
37,2022-08-21,login
37,2023-06-07,login
37,2023-08-17,login
37,2022-01-14,login
37,2021-07-03,login
37,2022-05-17,login
37,2022-11-08,login
37,2023-09-30,login
37,2023-11-25,login
37,2022-02-19,login
37,2022-05-14,login
37,2023-04-09,login
37,2021-05-11,login
37,2021-11-28,login
37,2022-07-05,login
37,2022-06-29,login
37,2021-07-25,login
37,2022-08-31,login
37,2023-05-30,login
37,2023-06-07,login
37,2021-05-26,login
37,2021-06-25,login
37,2022-07-05,login
37,2023-07-11,login
