customer_id,churn,future_12m_revenue
180,0,80.0
181,0,110.0
182,1,120.0
183,0,80.0
184,0,70.0
185,0,50.0
186,1,160.0
187,0,50.0
188,1,100.0
189,0,40.0
190,0,70.0
191,0,70.0
192,0,360.0
193,0,120.0
194,1,50.0
195,0,130.0
196,1,20.0
197,1,50.0
198,0,280.0
199,1,80.0
200,0,160.0
201,0,120.0
202,0,70.0
203,1,50.0
204,0,70.0
205,0,100.0
206,0,80.0
207,0,180.0
208,1,60.0
209,1,140.0
210,0,400.0
211,0,240.0
212,1,50.0
213,1,60.0
214,0,320.0
215,1,40.0
216,0,520.0
217,1,70.0
218,0,100.0
219,0,80.0
220,1,80.0
221,0,200.0
222,1,180.0
223,1,160.0
224,0,140.0
225,0,200.0
226,0,140.0
227,0,140.0
228,0,120.0
229,0,480.0
230,0,60.0
231,0,360.0
232,0,280.0
233,1,180.0
234,1,120.0
235,0,100.0
236,0,40.0
237,0,140.0
238,0,140.0
239,0,240.0
240,0,400.0
241,1,280.0
242,0,70.0
243,1,140.0
244,0,80.0
245,1,240.0
246,0,180.0
247,0,80.0
248,0,120.0
249,0,110.0
250,0,280.0
251,0,200.0
252,0,180.0
253,0,90.0
254,0,50.0
255,0,480.0
256,1,280.0
257,1,40.0
258,0,140.0
259,0,160.0
260,0,260.0
261,0,120.0
262,0,70.0
263,0,60.0
264,0,120.0
265,1,160.0
266,0,120.0
267,0,80.0
268,1,100.0
269,0,120.0
270,0,140.0
271,0,160.0
272,0,40.0
273,1,70.0
274,0,80.0
275,0,120.0
276,1,100.0
277,0,90.0
278,0,40.0
279,0,80.0
280,1,340.0
281,0,360.0
282,0,100.0
283,1,120.0
284,1,220.0
285,0,30.0
286,0,100.0
287,1,180.0
288,0,40.0
289,0,180.0
290,0,320.0
291,0,90.0
292,0,20.0
293,0,100.0
294,0,320.0
295,0,80.0
296,0,40.0
297,1,50.0
298,0,60.0
299,1,100.0
300,0,60.0
301,0,110.0
302,0,360.0
303,1,30.0
304,1,140.0
305,1,70.0
306,0,100.0
307,0,120.0
308,0,60.0
309,0,180.0
310,0,140.0
311,1,70.0
312,1,50.0
313,1,100.0
314,1,240.0
315,0,80.0
316,0,160.0
317,0,440.0
318,0,160.0
319,1,140.0
320,1,60.0
321,1,90.0
322,1,70.0
323,1,80.0
324,1,120.0
325,0,200.0
326,0,120.0
327,1,360.0
328,1,70.0
329,0,30.0
330,0,160.0
331,0,40.0
332,0,220.0
333,0,50.0
334,0,320.0
335,0,140.0
336,0,140.0
337,1,70.0
338,1,80.0
339,1,70.0
340,0,320.0
341,0,60.0
342,1,90.0
343,0,80.0
344,0,80.0
345,1,140.0
346,1,100.0
347,0,80.0
348,1,70.0
349,1,50.0
350,0,60.0
351,0,320.0
352,1,140.0
353,0,160.0
354,0,360.0
355,0,30.0
356,0,80.0
357,0,80.0
358,0,200.0
359,1,50.0
360,1,80.0
361,0,60.0
362,0,90.0
363,0,50.0
364,0,40.0
365,1,110.0
366,1,160.0
367,0,80.0
368,1,120.0
369,1,240.0
370,0,60.0
371,0,100.0
372,1,180.0
373,1,70.0
374,0,90.0
375,0,70.0
376,1,240.0
377,1,40.0
378,0,80.0
379,1,240.0
380,0,50.0
381,1,320.0
382,1,70.0
383,0,60.0
384,0,60.0
385,0,50.0
386,0,50.0
387,1,40.0
388,1,140.0
389,1,40.0
390,0,80.0
391,1,70.0
392,0,120.0
393,1,50.0
394,0,100.0
395,1,80.0
396,0,80.0
397,0,160.0
398,0,50.0
399,0,80.0
400,0,100.0
401,0,240.0
402,0,50.0
403,1,90.0
404,0,400.0
405,0,240.0
406,0,200.0
407,0,100.0
408,1,30.0
409,0,90.0
410,0,60.0
411,0,70.0
412,0,140.0
413,0,60.0
414,0,40.0
415,0,160.0
416,0,70.0
417,0,240.0
418,0,180.0
419,0,160.0
420,0,440.0
421,1,240.0
422,0,140.0
423,1,320.0
424,0,100.0
425,0,70.0
426,0,140.0
427,0,140.0
428,1,50.0
429,0,220.0
430,1,140.0
431,0,280.0
432,0,180.0
433,0,160.0
434,0,140.0
435,0,80.0
436,0,80.0
437,0,90.0
438,1,60.0
439,1,100.0
440,0,90.0
441,1,240.0
442,0,200.0
443,1,140.0
444,0,200.0
445,0,30.0
446,0,100.0
447,0,320.0
448,0,60.0
449,1,50.0
450,0,480.0
451,1,70.0
452,1,60.0
453,0,70.0
454,0,80.0
455,0,70.0
456,0,100.0
457,1,40.0
458,0,160.0
459,0,140.0
460,0,100.0
461,0,30.0
462,0,70.0
463,0,160.0
464,0,100.0
465,0,160.0
466,0,360.0
467,0,100.0
468,1,320.0
469,0,100.0
470,0,160.0
471,0,180.0
472,1,280.0
473,0,100.0
474,0,70.0
475,0,200.0
476,0,70.0
477,0,140.0
478,0,160.0
479,1,140.0
480,1,90.0
481,1,90.0
482,0,280.0
483,1,60.0
484,0,240.0
485,0,50.0
486,0,40.0
487,0,360.0
488,0,70.0
489,1,40.0
490,1,70.0
491,1,140.0
492,0,100.0
493,1,320.0
494,1,80.0
495,1,200.0
496,0,60.0
497,1,240.0
498,0,80.0
499,0,50.0
500,1,70.0
501,0,160.0
502,0,110.0
503,0,200.0
504,0,100.0
505,0,70.0
506,1,60.0
507,1,80.0
508,1,50.0
509,0,110.0
510,0,160.0
511,0,110.0
512,1,70.0
513,0,120.0
514,0,220.0
515,0,320.0
516,0,120.0
517,0,70.0
518,0,70.0
519,0,60.0
520,1,60.0
521,1,100.0
522,1,30.0
523,0,360.0
524,1,140.0
525,1,80.0
526,0,80.0
527,0,120.0
528,0,50.0
529,0,80.0
530,1,50.0
531,0,100.0
532,0,200.0
533,1,70.0
534,0,100.0
535,0,240.0
536,0,70.0
537,1,280.0
538,0,160.0
539,0,30.0
540,1,40.0
541,1,80.0
542,0,100.0
543,0,50.0
544,0,320.0
545,0,360.0
546,0,160.0
547,0,20.0
548,0,120.0
549,0,180.0
550,0,60.0
551,1,180.0
552,0,100.0
553,0,60.0
554,0,90.0
555,0,110.0
556,1,140.0
557,0,50.0
558,0,70.0
559,0,40.0
560,0,160.0
561,1,70.0
562,0,80.0
563,0,280.0
564,1,160.0
565,0,80.0
566,1,440.0
567,0,70.0
568,0,80.0
569,0,80.0
570,0,240.0
571,0,180.0
572,0,320.0
573,0,60.0
574,0,140.0
575,0,70.0
576,0,200.0
577,1,100.0
578,0,80.0
579,0,70.0
580,0,80.0
581,0,60.0
582,0,80.0
583,0,100.0
584,0,40.0
585,1,90.0
586,1,100.0
587,0,90.0
588,0,200.0
589,0,50.0
590,0,60.0
591,0,10.0
592,0,400.0
593,1,240.0
594,1,50.0
595,0,160.0
596,0,100.0
597,0,90.0
598,1,240.0
599,1,160.0
600,0,130.0
601,0,240.0
602,0,120.0
603,0,140.0
604,0,110.0
605,0,90.0
606,0,40.0
607,0,180.0
608,1,160.0
609,0,100.0
610,1,70.0
611,0,160.0
612,0,70.0
613,0,360.0
614,0,160.0
615,0,130.0
616,0,80.0
617,0,50.0
618,0,100.0
619,0,280.0
620,1,140.0
621,0,180.0
622,0,140.0
623,1,60.0
624,0,50.0
625,0,80.0
626,0,110.0
627,1,110.0
628,0,80.0
629,1,70.0
630,0,120.0
631,1,100.0
632,0,200.0
633,0,280.0
634,1,180.0
635,0,120.0
636,0,240.0
637,0,100.0
638,0,180.0
639,0,140.0
640,1,140.0
641,1,70.0
642,0,160.0
643,0,60.0
644,0,100.0
645,0,80.0
646,0,40.0
647,0,200.0
648,0,120.0
649,0,50.0
650,0,90.0
651,0,70.0
652,0,100.0
653,0,60.0
654,0,80.0
655,0,80.0
656,0,160.0
657,0,220.0
658,0,80.0
659,0,220.0
660,0,80.0
661,0,50.0
662,0,80.0
663,0,520.0
664,0,50.0
665,1,40.0
666,0,90.0
667,0,360.0
668,1,60.0
669,0,80.0
670,0,50.0
671,0,120.0
672,0,50.0
673,0,280.0
674,0,180.0
675,0,60.0
676,0,140.0
677,1,180.0
678,0,140.0
679,1,100.0
680,0,220.0
681,0,40.0
682,0,50.0
683,0,200.0
684,0,320.0
685,0,70.0
686,1,60.0
687,1,60.0
688,1,80.0
689,0,40.0
690,1,50.0
691,0,140.0
692,0,80.0
693,1,80.0
694,0,240.0
695,0,80.0
696,0,100.0
697,0,60.0
698,0,160.0
699,1,50.0
700,0,50.0
701,0,160.0
702,0,140.0
703,0,50.0
704,1,50.0
705,1,80.0
706,1,180.0
707,1,200.0
708,1,160.0
709,1,360.0
710,0,80.0
711,0,60.0
712,0,120.0
713,0,320.0
714,0,60.0
715,0,50.0
716,0,50.0
717,0,180.0
718,0,140.0
719,0,70.0
720,1,40.0
721,1,100.0
722,1,160.0
723,1,50.0
724,1,160.0
725,0,60.0
726,1,80.0
727,1,200.0
728,0,50.0
729,1,160.0
730,0,100.0
731,1,40.0
732,0,80.0
733,1,70.0
734,0,60.0
735,0,160.0
736,0,140.0
737,0,320.0
738,0,240.0
739,1,60.0
740,1,120.0
741,1,40.0
742,0,80.0
743,0,160.0
744,0,70.0
745,0,120.0
746,0,50.0
747,0,50.0
748,1,70.0
749,1,200.0
750,0,100.0
751,0,140.0
752,0,60.0
753,0,70.0
754,1,70.0
755,0,30.0
756,0,90.0
757,0,120.0
758,0,110.0
759,0,200.0
760,0,40.0
761,0,80.0
762,0,160.0
763,0,140.0
764,0,240.0
765,0,140.0
766,0,320.0
767,0,110.0
768,0,180.0
769,0,40.0
770,1,90.0
771,1,200.0
772,0,140.0
773,0,180.0
774,0,90.0
775,1,60.0
776,1,100.0
777,0,160.0
778,1,320.0
779,1,80.0
780,0,80.0
781,0,80.0
782,0,120.0
783,1,60.0
784,0,60.0
785,0,100.0
786,0,100.0
787,0,70.0
788,1,50.0
789,0,140.0
790,0,70.0
791,0,200.0
792,0,80.0
793,0,90.0
794,0,60.0
795,0,40.0
796,0,60.0
797,0,90.0
798,0,320.0
799,0,160.0
800,0,140.0
801,0,400.0
802,0,200.0
803,1,220.0
804,0,240.0
805,0,100.0
806,0,40.0
807,0,90.0
808,0,70.0
809,0,140.0
810,0,50.0
811,0,280.0
812,0,70.0
813,0,200.0
814,0,120.0
815,0,80.0
816,0,50.0
817,0,100.0
818,0,40.0
819,0,70.0
820,0,40.0
821,0,240.0
822,0,60.0
823,0,90.0
824,1,200.0
825,1,90.0
826,0,70.0
827,0,90.0
828,0,110.0
829,0,90.0
830,1,520.0
831,1,440.0
832,0,60.0
833,0,200.0
834,1,200.0
835,1,40.0
836,1,360.0
837,0,80.0
838,0,60.0
839,0,200.0
840,0,50.0
841,0,90.0
842,0,60.0
843,0,60.0
844,0,60.0
845,0,200.0
846,0,200.0
847,0,90.0
848,0,90.0
849,0,90.0
850,0,50.0
851,0,360.0
852,0,100.0
853,0,60.0
854,0,80.0
855,0,320.0
856,0,120.0
857,0,360.0
858,0,70.0
859,1,50.0
860,0,200.0
861,0,30.0
862,0,180.0
863,0,60.0
864,0,280.0
865,0,120.0
866,0,50.0
867,0,80.0
868,0,40.0
869,1,80.0
870,0,100.0
871,1,280.0
872,0,80.0
873,0,120.0
874,0,120.0
875,1,160.0
876,1,100.0
877,0,180.0
878,0,120.0
879,0,320.0
880,0,200.0
881,1,70.0
882,0,100.0
883,0,70.0
884,1,60.0
885,0,50.0
886,0,100.0
887,1,240.0
888,1,70.0
889,0,200.0
890,1,140.0
891,1,140.0
892,1,50.0
893,0,50.0
894,0,200.0
895,0,200.0
896,1,60.0
897,1,80.0
898,0,320.0
899,1,80.0
900,1,200.0
901,0,40.0
902,0,30.0
903,0,70.0
904,1,440.0
905,1,60.0
906,0,320.0
907,0,140.0
908,1,80.0
909,0,50.0
910,0,180.0
911,0,100.0
912,0,80.0
913,0,100.0
914,0,200.0
915,0,160.0
916,0,360.0
917,0,60.0
918,0,120.0
919,0,70.0
920,0,360.0
921,0,140.0
922,1,100.0
923,0,440.0
924,0,90.0
925,0,280.0
926,1,70.0
927,0,180.0
928,0,180.0
929,0,40.0
930,0,50.0
931,1,240.0
932,0,480.0
933,0,240.0
934,0,50.0
935,0,120.0
936,0,90.0
937,1,120.0
938,1,120.0
939,0,440.0
940,0,200.0
941,0,80.0
942,0,40.0
943,0,200.0
944,1,60.0
945,0,80.0
946,1,140.0
947,0,180.0
948,0,50.0
949,1,80.0
950,1,200.0
951,0,70.0
952,0,70.0
953,0,80.0
954,1,90.0
955,0,140.0
956,0,50.0
957,1,120.0
958,0,40.0
959,1,60.0
960,0,160.0
961,0,120.0
962,1,90.0
963,0,40.0
964,1,320.0
965,0,280.0
966,0,20.0
967,0,220.0
968,0,100.0
969,0,60.0
970,0,120.0
971,0,100.0
972,1,60.0
973,1,180.0
974,0,50.0
975,0,160.0
976,0,100.0
977,0,140.0
978,0,60.0
979,0,50.0
980,0,40.0
981,1,120.0
982,0,480.0
983,0,240.0
984,0,160.0
985,1,60.0
986,0,120.0
987,0,140.0
988,0,100.0
989,0,100.0
990,0,100.0
991,0,480.0
992,0,60.0
993,0,180.0
994,1,50.0
995,0,60.0
996,0,60.0
997,0,60.0
998,1,80.0
999,0,80.0
1000,0,400.0
1001,0,120.0
1002,0,280.0
1003,0,100.0
1004,0,60.0
1005,0,80.0
1006,1,70.0
1007,0,110.0
1008,0,100.0
1009,1,50.0
1010,0,120.0
1011,0,100.0
1012,1,100.0
1013,0,90.0
1014,0,70.0
1015,0,140.0
1016,0,70.0
1017,0,100.0
1018,0,160.0
1019,0,80.0
1020,1,70.0
1021,0,140.0
1022,0,80.0
1023,0,160.0
1024,0,80.0
1025,0,100.0
1026,0,100.0
1027,0,40.0
1028,0,200.0
1029,0,130.0
1030,1,220.0
1031,0,160.0
1032,0,140.0
1033,0,80.0
1034,0,200.0
1035,0,70.0
1036,0,140.0
1037,0,70.0
1038,0,60.0
1039,0,70.0
1040,0,40.0
1041,0,400.0
1042,0,320.0
1043,0,50.0
1044,1,220.0
1045,0,120.0
1046,1,140.0
1047,0,80.0
1048,1,60.0
1049,0,200.0
1050,1,100.0
1051,0,60.0
1052,1,60.0
1053,0,80.0
1054,0,80.0
1055,0,60.0
1056,0,80.0
1057,0,220.0
1058,0,140.0
1059,0,240.0
1060,1,200.0
1061,0,280.0
1062,0,240.0
1063,0,40.0
1064,0,100.0
1065,0,70.0
1066,0,110.0
1067,0,140.0
1068,1,100.0
1069,1,40.0
1070,0,100.0
1071,0,180.0
1072,1,70.0
1073,0,680.0
1074,0,200.0
1075,0,90.0
1076,0,70.0
1077,1,320.0
1078,0,160.0
1079,1,70.0
1080,1,50.0
1081,1,220.0
1082,0,120.0
1083,1,40.0
1084,0,40.0
1085,0,50.0
1086,1,50.0
1087,0,60.0
1088,0,160.0
1089,0,70.0
1090,0,160.0
1091,1,140.0
1092,0,160.0
1093,0,40.0
1094,0,60.0
1095,0,240.0
1096,0,140.0
1097,0,180.0
1098,1,160.0
1099,0,50.0
1100,0,40.0
1101,1,70.0
1102,1,120.0
1103,0,260.0
1104,0,100.0
1105,0,160.0
1106,0,40.0
1107,1,20.0
1108,0,120.0
1109,0,140.0
1110,0,160.0
1111,0,50.0
1112,0,220.0
1113,0,40.0
1114,0,40.0
1115,0,180.0
1116,0,240.0
1117,1,60.0
1118,0,100.0
1119,0,100.0
1120,1,120.0
1121,1,30.0
1122,0,100.0
1123,0,80.0
1124,0,60.0
1125,0,160.0
1126,0,80.0
1127,0,80.0
1128,1,140.0
1129,1,280.0
1130,0,80.0
1131,0,70.0
1132,1,80.0
1133,0,50.0
1134,0,70.0
1135,0,100.0
1136,1,160.0
1137,0,90.0
1138,1,180.0
1139,0,70.0
1140,0,360.0
1141,0,520.0
1142,0,60.0
1143,0,60.0
1144,0,100.0
1145,0,320.0
1146,0,140.0
1147,0,200.0
1148,1,70.0
1149,0,140.0
1150,1,80.0
1151,0,80.0
1152,1,60.0
1153,0,280.0
1154,0,80.0
1155,0,180.0
1156,1,120.0
1157,0,110.0
1158,0,80.0
1159,1,50.0
1160,0,70.0
1161,0,70.0
1162,0,120.0
1163,0,20.0
1164,0,90.0
1165,0,140.0
1166,1,80.0
1167,0,240.0
1168,0,100.0
1169,0,30.0
1170,0,50.0
1171,1,60.0
1172,1,40.0
1173,0,240.0
1174,0,70.0
1175,0,440.0
1176,1,50.0
1177,0,70.0
1178,0,80.0
1179,0,60.0
1180,0,220.0
1181,0,280.0
1182,0,40.0
1183,1,140.0
1184,0,120.0
1185,0,100.0
1186,0,70.0
1187,0,180.0
1188,0,70.0
1189,0,110.0
1190,0,120.0
1191,0,140.0
1192,0,60.0
1193,0,50.0
1194,0,40.0
1195,1,70.0
1196,0,160.0
1197,0,70.0
1198,1,130.0
1199,0,40.0
1200,0,60.0
1201,0,80.0
1202,0,120.0
1203,0,50.0
1204,1,90.0
1205,0,100.0
1206,0,80.0
1207,0,100.0
1208,0,220.0
1209,1,50.0
1210,0,40.0
1211,0,70.0
1212,1,60.0
1213,0,280.0
1214,0,90.0
1215,0,30.0
1216,0,50.0
1217,0,260.0
1218,0,240.0
1219,0,140.0
1220,1,240.0
1221,1,60.0
1222,0,50.0
1223,0,400.0
1224,0,60.0
1225,1,50.0
1226,0,60.0
1227,0,160.0
1228,1,20.0
1229,0,70.0
1230,1,110.0
1231,0,280.0
1232,1,320.0
1233,0,140.0
1234,0,60.0
1235,1,120.0
1236,1,320.0
1237,0,140.0
1238,0,120.0
1239,0,120.0
1240,0,70.0
1241,1,30.0
1242,0,280.0
1243,1,100.0
1244,0,100.0
1245,0,50.0
1246,1,70.0
1247,0,80.0
1248,0,120.0
1249,0,160.0
1250,1,400.0
1251,0,30.0
1252,1,90.0
1253,0,60.0
1254,0,140.0
1255,0,50.0
1256,0,90.0
1257,0,70.0
1258,0,80.0
1259,0,60.0
1260,1,80.0
1261,0,60.0
1262,1,30.0
1263,0,280.0
1264,0,100.0
1265,1,80.0
1266,0,90.0
1267,0,50.0
1268,0,90.0
1269,1,200.0
1270,0,200.0
1271,0,100.0
1272,1,80.0
1273,0,70.0
1274,0,160.0
1275,0,120.0
1276,0,60.0
1277,1,80.0
1278,0,160.0
1279,0,280.0
1280,0,320.0
1281,0,140.0
1282,0,80.0
1283,0,100.0
1284,1,100.0
1285,0,200.0
1286,0,30.0
1287,1,40.0
1288,0,80.0
1289,1,60.0
1290,0,40.0
1291,1,50.0
1292,0,80.0
1293,0,80.0
1294,1,90.0
1295,1,360.0
1296,0,120.0
1297,0,240.0
1298,0,120.0
1299,0,60.0
1300,0,140.0
1301,0,160.0
1302,0,80.0
1303,0,160.0
1304,0,60.0
1305,0,100.0
1306,1,60.0
1307,1,200.0
1308,0,50.0
1309,1,180.0
1310,0,80.0
1311,0,60.0
1312,0,120.0
1313,1,120.0
1314,0,70.0
1315,0,80.0
1316,0,200.0
1317,0,80.0
1318,0,60.0
1319,0,80.0
1320,0,80.0
1321,1,360.0
1322,0,80.0
1323,0,240.0
1324,0,80.0
1325,0,80.0
1326,0,70.0
1327,0,40.0
1328,0,280.0
1329,0,80.0
1330,1,160.0
1331,0,100.0
1332,1,40.0
1333,0,60.0
1334,0,30.0
1335,0,30.0
1336,1,160.0
1337,0,180.0
1338,0,100.0
1339,0,160.0
1340,0,120.0
1341,0,160.0
1342,1,80.0
1343,0,100.0
1344,0,40.0
1345,0,50.0
1346,0,140.0
1347,1,30.0
1348,0,220.0
1349,1,80.0
1350,0,100.0
1351,0,80.0
1352,0,100.0
1353,1,100.0
1354,0,80.0
1355,0,200.0
1356,0,240.0
1357,0,280.0
1358,1,30.0
1359,1,140.0
1360,0,40.0
1361,1,160.0
1362,0,90.0
1363,0,50.0
1364,0,200.0
1365,1,200.0
1366,0,100.0
1367,0,320.0
1368,1,90.0
1369,1,100.0
1370,0,80.0
1371,1,100.0
1372,0,140.0
1373,1,40.0
1374,0,80.0
1375,0,50.0
1376,0,90.0
1377,1,100.0
1378,0,200.0
1379,1,40.0
1380,0,140.0
1381,0,140.0
1382,0,80.0
1383,0,110.0
1384,0,120.0
1385,1,80.0
1386,0,50.0
1387,0,90.0
1388,0,50.0
1389,0,60.0
1390,0,70.0
1391,0,40.0
1392,1,200.0
1393,0,60.0
1394,0,50.0
1395,0,50.0
1396,0,100.0
1397,0,60.0
1398,0,200.0
1399,0,220.0
1400,0,120.0
1401,0,220.0
1402,0,180.0
1403,0,140.0
1404,1,200.0
1405,0,220.0
1406,0,140.0
1407,1,50.0
1408,0,360.0
1409,0,320.0
1410,1,300.0
1411,0,20.0
1412,0,60.0
1413,1,80.0
1414,1,40.0
1415,1,30.0
1416,0,160.0
1417,0,50.0
1418,1,50.0
1419,0,320.0
1420,0,100.0
1421,0,120.0
1422,0,160.0
1423,1,70.0
1424,0,60.0
1425,0,60.0
1426,0,80.0
1427,0,240.0
1428,0,70.0
1429,0,140.0
1430,0,120.0
1431,0,260.0
1432,0,110.0
1433,0,220.0
1434,0,400.0
1435,0,220.0
1436,0,140.0
1437,0,60.0
1438,0,160.0
1439,0,400.0
1440,0,70.0
1441,1,10.0
1442,0,60.0
1443,0,70.0
1444,1,120.0
1445,0,30.0
1446,1,130.0
1447,0,60.0
1448,0,60.0
1449,0,160.0
1450,0,80.0
1451,0,40.0
1452,0,90.0
1453,0,80.0
1454,0,140.0
1455,0,440.0
1456,0,70.0
1457,0,140.0
1458,0,100.0
1459,0,120.0
1460,0,400.0
1461,0,90.0
1462,1,60.0
1463,0,40.0
1464,1,240.0
1465,1,200.0
1466,0,60.0
1467,0,280.0
1468,0,90.0
1469,0,160.0
1470,0,80.0
1471,0,60.0
1472,0,90.0
1473,0,140.0
1474,0,60.0
1475,0,60.0
1476,0,40.0
1477,0,110.0
1478,0,360.0
1479,0,120.0
1480,0,70.0
1481,0,60.0
1482,0,40.0
1483,0,60.0
1484,0,120.0
1485,0,120.0
1486,1,120.0
1487,0,50.0
1488,1,180.0
1489,1,50.0
1490,0,240.0
1491,0,60.0
1492,0,30.0
1493,1,60.0
1494,0,90.0
1495,1,110.0
1496,0,80.0
1497,1,100.0
1498,0,320.0
1499,1,160.0
1500,0,200.0
1501,0,320.0
1502,0,360.0
1503,0,200.0
1504,0,160.0
1505,0,100.0
1506,0,120.0
1507,0,30.0
1508,0,90.0
1509,0,50.0
1510,0,400.0
1511,1,40.0
1512,0,30.0
1513,0,360.0
1514,1,120.0
1515,1,180.0
1516,0,80.0
1517,1,110.0
1518,0,70.0
1519,0,70.0
1520,0,80.0
1521,0,60.0
1522,0,200.0
1523,0,280.0
1524,0,140.0
1525,0,70.0
1526,0,100.0
1527,0,70.0
1528,0,140.0
1529,0,220.0
1530,1,280.0
1531,1,60.0
1532,0,60.0
1533,1,280.0
1534,1,80.0
1535,0,80.0
1536,0,90.0
1537,0,400.0
1538,0,160.0
1539,1,60.0
1540,0,70.0
1541,0,120.0
1542,0,40.0
1543,1,90.0
1544,1,80.0
1545,0,280.0
1546,0,40.0
1547,1,80.0
1548,0,520.0
1549,0,240.0
1550,0,120.0
1551,0,40.0
1552,0,120.0
1553,0,80.0
1554,0,100.0
1555,1,100.0
1556,0,200.0
1557,1,110.0
1558,0,100.0
1559,0,50.0
1560,0,180.0
1561,0,30.0
1562,1,40.0
1563,1,90.0
1564,0,200.0
1565,1,140.0
1566,1,60.0
1567,0,90.0
1568,0,100.0
1569,0,80.0
1570,0,30.0
1571,0,40.0
1572,0,140.0
1573,0,100.0
1574,1,160.0
1575,0,60.0
1576,0,50.0
1577,1,40.0
1578,0,400.0
1579,1,160.0
1580,0,30.0
1581,1,60.0
1582,1,60.0
1583,0,80.0
1584,0,140.0
1585,0,180.0
1586,0,100.0
1587,0,50.0
1588,0,120.0
1589,0,120.0
1590,1,80.0
1591,0,160.0
1592,0,40.0
1593,0,90.0
1594,1,100.0
1595,0,280.0
1596,0,90.0
1597,1,180.0
1598,1,200.0
1599,0,90.0
1600,0,120.0
1601,0,320.0
1602,0,100.0
1603,0,70.0
1604,0,40.0
1605,0,180.0
1606,1,70.0
1607,0,280.0
1608,1,50.0
1609,1,20.0
1610,0,70.0
1611,0,200.0
1612,0,60.0
1613,0,50.0
1614,0,40.0
1615,1,180.0
1616,0,80.0
1617,1,30.0
1618,0,60.0
1619,0,80.0
1620,0,140.0
1621,0,50.0
1622,1,120.0
1623,1,80.0
1624,1,50.0
1625,1,180.0
1626,1,60.0
1627,0,360.0
1628,0,100.0
1629,1,100.0
1630,0,160.0
1631,0,100.0
1632,1,60.0
1633,0,40.0
1634,1,40.0
1635,1,360.0
1636,1,120.0
1637,0,50.0
1638,0,80.0
1639,1,140.0
1640,1,50.0
1641,0,100.0
1642,0,80.0
1643,0,160.0
1644,1,60.0
1645,0,80.0
1646,0,120.0
1647,0,90.0
1648,1,140.0
1649,0,80.0
1650,0,40.0
1651,1,60.0
1652,0,80.0
1653,0,100.0
1654,0,60.0
1655,0,80.0
1656,0,280.0
1657,1,100.0
1658,1,180.0
1659,1,200.0
1660,0,120.0
1661,0,50.0
1662,0,20.0
