customer_id,churn_prob,cltv_pred,top_shap_feature
124,0.195,124.8,tenure_days
125,0.62,74.65,tenure_days
126,0.155,89.25,tenure_days
127,0.68,169.5,tenure_days
128,0.04,70.9,tenure_days
129,0.765,66.65,tenure_days
130,0.195,253.4,total_amount
131,0.12,57.6,tenure_days
132,0.16,53.85,tenure_days
133,0.135,73.25,tenure_days
134,0.19,52.3,recency_days
135,0.295,265.2,tenure_days
136,0.025,133.0,tenure_days
137,0.065,238.0,total_amount
138,0.765,94.05,tenure_days
139,0.125,198.4,total_amount
140,0.065,132.1,tenure_days
141,0.19,332.2,total_amount
142,0.265,79.5,tenure_days
143,0.08,63.45,recency_days
144,0.1,93.1,tenure_days
145,0.09,69.2,tenure_days
146,0.11,151.2,tenure_days
147,0.06,68.15,tenure_days
148,0.115,61.8,tenure_days
149,0.035,51.55,tenure_days
150,0.66,68.5,tenure_days
151,0.07,76.95,tenure_days
152,0.035,85.7,tenure_days
153,0.025,73.15,tenure_days
154,0.08,127.7,tenure_days
155,0.02,167.2,tenure_days
156,0.645,114.8,tenure_days
157,0.045,169.2,recency_days
158,0.675,61.1,tenure_days
159,0.165,144.3,tenure_days
160,0.88,124.8,recency_days
161,0.725,92.25,tenure_days
162,0.785,108.7,tenure_days
163,0.4,138.6,tenure_days
164,0.045,123.4,tenure_days
165,0.12,57.4,tenure_days
166,0.415,102.4,tenure_days
167,0.21,118.8,recency_days
168,0.085,69.95,tenure_days
169,0.335,57.8,tenure_days
170,0.025,71.75,tenure_days
171,0.235,82.45,tenure_days
172,0.165,160.6,tenure_days
173,0.57,222.8,tenure_days
174,0.015,289.0,total_amount
175,0.06,73.9,tenure_days
176,0.085,103.9,recency_days
177,0.06,58.35,tenure_days
178,0.185,293.6,total_amount
179,0.835,133.2,tenure_days
180,0.085,142.0,tenure_days
181,0.035,96.9,tenure_days
182,0.765,136.1,tenure_days
183,0.42,78.45,tenure_days
184,0.18,81.5,tenure_days
185,0.22,72.75,tenure_days
186,0.795,144.8,tenure_days
187,0.15,62.95,tenure_days
188,0.66,112.6,tenure_days
189,0.115,77.75,tenure_days
190,0.085,65.35,recency_days
191,0.015,69.7,recency_days
192,0.055,311.0,total_amount
193,0.11,269.8,total_amount
194,0.355,57.8,tenure_days
195,0.23,65.6,tenure_days
196,0.705,83.8,tenure_days
197,0.735,53.4,tenure_days
198,0.045,267.0,total_amount
199,0.515,103.8,total_amount
200,0.025,140.5,recency_days
201,0.055,126.2,total_amount
202,0.34,69.4,tenure_days
203,0.73,57.85,tenure_days
204,0.04,65.8,tenure_days
205,0.17,114.2,recency_days
206,0.46,79.8,tenure_days
207,0.15,159.2,recency_days
208,0.32,61.45,tenure_days
209,0.835,143.1,recency_days
210,0.19,370.0,total_amount
211,0.105,364.2,tenure_days
212,0.765,55.45,tenure_days
213,0.725,77.5,tenure_days
214,0.28,292.0,total_amount
215,0.855,51.0,tenure_days
216,0.115,408.6,total_amount
217,0.835,69.0,tenure_days
218,0.205,86.6,tenure_days
219,0.505,89.2,tenure_days
220,0.575,78.9,tenure_days
221,0.035,192.1,tenure_days
222,0.3,165.3,tenure_days
223,0.815,143.6,tenure_days
224,0.115,154.6,recency_days
225,0.125,291.8,total_amount
226,0.175,135.2,tenure_days
227,0.075,145.0,tenure_days
228,0.21,152.6,tenure_days
229,0.48,412.6,total_amount
230,0.285,63.3,tenure_days
231,0.29,293.2,tenure_days
232,0.09,354.2,tenure_days
233,0.675,160.8,tenure_days
234,0.275,148.4,tenure_days
235,0.205,87.2,tenure_days
236,0.13,86.9,tenure_days
237,0.16,140.8,tenure_days
238,0.13,135.4,tenure_days
239,0.075,265.8,tenure_days
240,0.165,287.8,total_amount
241,0.74,285.2,total_amount
242,0.14,73.25,tenure_days
243,0.785,141.4,tenure_days
244,0.265,77.4,tenure_days
245,0.305,258.2,tenure_days
246,0.155,173.8,tenure_days
247,0.01,72.1,tenure_days
248,0.185,120.7,recency_days
249,0.135,107.5,tenure_days
250,0.14,224.5,tenure_days
251,0.095,172.4,tenure_days
252,0.025,172.4,total_amount
253,0.095,60.65,tenure_days
254,0.1,59.3,tenure_days
255,0.18,326.2,total_amount
256,0.795,283.8,total_amount
257,0.625,61.05,recency_days
258,0.18,129.2,recency_days
259,0.03,154.5,tenure_days
260,0.13,138.6,recency_days
261,0.155,124.8,tenure_days
262,0.235,73.25,tenure_days
263,0.165,64.1,tenure_days
264,0.04,126.3,tenure_days
265,0.71,146.0,tenure_days
266,0.73,126.5,tenure_days
267,0.325,71.0,tenure_days
268,0.195,93.0,tenure_days
269,0.04,124.6,tenure_days
270,0.09,138.5,tenure_days
271,0.135,161.2,tenure_days
272,0.135,52.1,tenure_days
273,0.815,74.6,tenure_days
274,0.03,77.5,tenure_days
275,0.07,96.4,tenure_days
276,0.675,112.4,tenure_days
277,0.16,81.45,tenure_days
278,0.2,49.55,tenure_days
279,0.08,166.2,total_amount
280,0.725,247.7,tenure_days
281,0.165,323.8,tenure_days
282,0.385,117.8,tenure_days
283,0.73,127.5,tenure_days
284,0.625,118.9,tenure_days
285,0.11,47.7,tenure_days
286,0.145,114.5,tenure_days
287,0.675,162.6,tenure_days
288,0.135,49.05,recency_days
289,0.115,134.6,tenure_days
290,0.09,250.6,total_amount
291,0.535,89.6,tenure_days
292,0.04,75.45,tenure_days
293,0.065,108.3,recency_days
294,0.17,319.4,tenure_days
295,0.06,74.3,tenure_days
296,0.07,60.0,tenure_days
297,0.385,66.7,tenure_days
298,0.13,66.3,tenure_days
299,0.79,81.65,tenure_days
300,0.075,65.6,tenure_days
301,0.07,93.7,tenure_days
302,0.07,325.4,tenure_days
303,0.655,49.5,tenure_days
304,0.77,112.4,tenure_days
305,0.645,67.7,tenure_days
306,0.46,89.25,recency_days
307,0.095,119.9,tenure_days
308,0.245,63.4,tenure_days
309,0.02,160.6,tenure_days
310,0.155,145.7,recency_days
311,0.67,68.2,tenure_days
312,0.845,56.7,recency_days
313,0.815,89.1,tenure_days
314,0.855,283.0,total_amount
315,0.085,120.4,total_amount
316,0.1,130.6,tenure_days
317,0.145,373.6,total_amount
318,0.035,151.8,tenure_days
319,0.84,150.8,tenure_days
320,0.78,63.8,tenure_days
321,0.81,77.7,tenure_days
322,0.86,75.4,tenure_days
323,0.71,71.45,tenure_days
324,0.625,131.7,tenure_days
325,0.195,281.6,total_amount
326,0.165,117.3,tenure_days
327,0.735,326.8,total_amount
328,0.7,73.95,tenure_days
329,0.15,48.3,tenure_days
330,0.265,190.0,total_amount
331,0.055,48.8,recency_days
332,0.16,135.4,tenure_days
333,0.09,49.3,tenure_days
334,0.085,314.0,tenure_days
335,0.085,143.7,tenure_days
336,0.115,139.5,tenure_days
337,0.45,70.15,tenure_days
338,0.375,76.35,tenure_days
339,0.735,63.95,tenure_days
340,0.135,302.2,tenure_days
341,0.225,62.4,tenure_days
342,0.43,83.9,tenure_days
343,0.075,107.1,tenure_days
344,0.065,119.0,recency_days
345,0.785,134.9,tenure_days
346,0.74,91.2,tenure_days
347,0.04,75.2,tenure_days
348,0.82,70.8,tenure_days
349,0.285,56.6,tenure_days
350,0.185,63.6,tenure_days
351,0.055,295.2,total_amount
352,0.77,150.6,tenure_days
353,0.26,154.8,tenure_days
354,0.07,354.4,total_amount
355,0.675,70.1,tenure_days
356,0.14,76.65,tenure_days
357,0.08,108.9,tenure_days
358,0.03,172.1,tenure_days
359,0.835,83.5,tenure_days
360,0.835,79.3,recency_days
361,0.08,64.6,tenure_days
362,0.035,87.0,tenure_days
363,0.2,56.75,tenure_days
364,0.46,47.95,tenure_days
365,0.745,101.3,tenure_days
366,0.655,156.4,tenure_days
367,0.265,63.8,recency_days
368,0.36,138.3,tenure_days
369,0.585,153.8,tenure_days
370,0.035,64.7,total_amount
371,0.035,89.85,tenure_days
372,0.345,163.3,tenure_days
373,0.83,72.15,tenure_days
374,0.275,83.5,tenure_days
375,0.075,72.4,tenure_days
376,0.325,250.2,total_amount
377,0.905,52.15,tenure_days
378,0.07,100.9,tenure_days
379,0.69,258.6,total_amount
380,0.15,54.25,tenure_days
381,0.825,302.8,total_amount
382,0.875,66.95,tenure_days
383,0.08,68.75,tenure_days
384,0.09,68.25,tenure_days
385,0.205,56.0,tenure_days
386,0.02,54.9,tenure_days
387,0.775,50.1,tenure_days
388,0.62,132.4,tenure_days
389,0.74,47.85,tenure_days
390,0.07,72.75,recency_days
391,0.855,71.6,tenure_days
392,0.125,121.7,total_amount
393,0.745,58.9,tenure_days
394,0.055,112.1,tenure_days
395,0.725,71.7,recency_days
396,0.08,103.3,total_amount
397,0.045,186.8,total_amount
398,0.025,58.7,tenure_days
399,0.07,78.6,tenure_days
400,0.025,117.0,total_amount
401,0.02,209.2,tenure_days
402,0.01,60.45,recency_days
403,0.855,70.65,tenure_days
404,0.025,355.4,total_amount
405,0.075,268.4,total_amount
406,0.03,179.2,tenure_days
407,0.05,127.1,tenure_days
408,0.615,71.6,tenure_days
409,0.035,75.35,tenure_days
410,0.575,64.0,tenure_days
411,0.06,62.7,tenure_days
412,0.04,140.1,tenure_days
413,0.125,63.45,tenure_days
414,0.075,47.55,tenure_days
415,0.06,305.4,tenure_days
416,0.05,59.2,tenure_days
417,0.03,145.4,tenure_days
418,0.175,168.9,tenure_days
419,0.165,219.6,total_amount
420,0.08,367.6,tenure_days
421,0.815,291.0,total_amount
422,0.005,148.3,tenure_days
423,0.65,302.2,tenure_days
424,0.115,79.15,tenure_days
425,0.145,70.6,tenure_days
426,0.285,138.1,total_amount
427,0.075,136.9,tenure_days
428,0.785,55.55,tenure_days
429,0.02,202.2,tenure_days
430,0.35,149.4,recency_days
431,0.015,195.0,total_amount
432,0.085,160.5,tenure_days
433,0.245,144.2,tenure_days
434,0.02,129.0,tenure_days
435,0.02,77.9,tenure_days
436,0.645,70.65,tenure_days
437,0.115,73.5,tenure_days
438,0.81,94.5,tenure_days
439,0.88,86.35,recency_days
440,0.095,72.0,recency_days
441,0.745,255.2,total_amount
442,0.2,175.6,recency_days
443,0.64,137.2,tenure_days
444,0.265,125.9,tenure_days
445,0.085,49.15,tenure_days
446,0.005,89.65,recency_days
447,0.14,314.8,total_amount
448,0.165,60.95,recency_days
449,0.61,57.25,recency_days
450,0.085,397.0,tenure_days
451,0.905,64.7,tenure_days
452,0.16,64.0,tenure_days
453,0.025,77.35,tenure_days
454,0.065,76.25,tenure_days
455,0.875,73.55,tenure_days
456,0.09,93.1,tenure_days
457,0.775,70.8,tenure_days
458,0.025,147.9,total_amount
459,0.08,140.8,tenure_days
460,0.275,105.5,recency_days
461,0.015,70.95,tenure_days
462,0.215,68.15,recency_days
463,0.075,140.0,tenure_days
464,0.025,152.0,recency_days
465,0.035,115.7,total_amount
466,0.165,349.8,tenure_days
467,0.04,115.3,tenure_days
468,0.345,338.2,total_amount
469,0.01,129.6,tenure_days
470,0.005,157.3,recency_days
471,0.18,153.2,tenure_days
472,0.685,279.2,tenure_days
473,0.035,171.8,recency_days
474,0.055,67.4,tenure_days
475,0.22,182.7,recency_days
476,0.07,65.75,tenure_days
477,0.055,140.7,tenure_days
478,0.105,194.2,tenure_days
479,0.765,127.4,tenure_days
480,0.435,61.5,tenure_days
481,0.79,84.9,tenure_days
482,0.11,287.0,tenure_days
483,0.76,63.5,tenure_days
484,0.175,200.8,tenure_days
485,0.07,58.85,tenure_days
486,0.15,73.1,tenure_days
487,0.07,250.6,total_amount
488,0.025,68.8,tenure_days
489,0.055,60.0,tenure_days
490,0.85,68.7,tenure_days
491,0.725,118.65,tenure_days
492,0.375,112.6,tenure_days
493,0.195,307.4,total_amount
494,0.715,77.55,tenure_days
495,0.315,257.2,total_amount
496,0.22,61.95,tenure_days
497,0.745,196.0,total_amount
498,0.03,75.95,tenure_days
499,0.02,61.7,tenure_days
500,0.755,68.35,tenure_days
501,0.08,160.5,tenure_days
502,0.085,93.65,recency_days
503,0.115,213.0,total_amount
504,0.045,113.6,total_amount
505,0.19,73.05,tenure_days
506,0.74,72.4,tenure_days
507,0.26,57.75,tenure_days
508,0.755,72.45,tenure_days
509,0.08,98.05,tenure_days
510,0.155,124.3,tenure_days
511,0.02,92.7,recency_days
512,0.055,73.3,tenure_days
513,0.045,102.4,tenure_days
514,0.015,198.7,tenure_days
515,0.01,290.6,tenure_days
516,0.14,136.3,tenure_days
517,0.185,67.65,tenure_days
518,0.255,71.0,tenure_days
519,0.215,165.8,total_amount
520,0.115,63.55,recency_days
521,0.755,126.8,tenure_days
522,0.76,64.35,total_amount
523,0.05,317.0,total_amount
524,0.215,132.6,tenure_days
525,0.71,77.8,recency_days
526,0.055,79.75,tenure_days
527,0.085,119.7,tenure_days
528,0.095,52.75,recency_days
529,0.165,77.8,tenure_days
530,0.685,62.05,tenure_days
531,0.03,115.4,total_amount
532,0.045,232.4,total_amount
533,0.49,87.65,tenure_days
534,0.1,127.6,tenure_days
535,0.005,197.6,tenure_days
536,0.085,58.4,recency_days
537,0.69,235.8,total_amount
538,0.295,149.6,tenure_days
539,0.105,47.15,tenure_days
540,0.88,51.7,tenure_days
541,0.915,95.1,tenure_days
542,0.06,114.5,recency_days
543,0.09,76.75,tenure_days
544,0.16,268.6,tenure_days
545,0.155,305.4,tenure_days
546,0.01,157.6,tenure_days
547,0.08,35.7,tenure_days
548,0.035,178.8,tenure_days
549,0.5,185.2,tenure_days
550,0.395,66.45,tenure_days
551,0.765,159.8,tenure_days
552,0.0,119.3,tenure_days
553,0.225,66.5,recency_days
554,0.12,88.2,tenure_days
555,0.135,69.7,tenure_days
556,0.265,109.8,total_amount
557,0.31,55.5,recency_days
558,0.04,58.55,recency_days
559,0.01,50.9,tenure_days
560,0.065,165.1,recency_days
561,0.795,71.1,recency_days
562,0.19,80.2,tenure_days
563,0.1,266.2,total_amount
564,0.84,164.1,recency_days
565,0.12,77.2,tenure_days
566,0.785,277.8,tenure_days
567,0.12,71.35,recency_days
568,0.345,76.25,tenure_days
569,0.06,148.7,tenure_days
570,0.11,207.5,tenure_days
571,0.19,164.8,tenure_days
572,0.125,321.6,tenure_days
573,0.185,69.0,tenure_days
574,0.07,192.1,tenure_days
575,0.42,76.8,tenure_days
576,0.27,180.0,tenure_days
577,0.67,125.5,tenure_days
578,0.075,80.05,tenure_days
579,0.14,72.55,tenure_days
580,0.085,76.2,tenure_days
581,0.11,62.9,tenure_days
582,0.04,140.0,tenure_days
583,0.095,91.25,tenure_days
584,0.11,48.35,tenure_days
585,0.715,83.35,tenure_days
586,0.745,118.5,tenure_days
587,0.195,81.4,tenure_days
588,0.125,236.8,tenure_days
589,0.015,55.0,recency_days
590,0.11,62.75,tenure_days
591,0.09,30.2,tenure_days
592,0.03,393.4,tenure_days
593,0.84,255.0,total_amount
594,0.04,64.25,tenure_days
595,0.205,207.4,tenure_days
596,0.01,118.2,tenure_days
597,0.04,78.15,tenure_days
598,0.705,266.8,total_amount
599,0.75,120.8,tenure_days
600,0.075,76.45,tenure_days
601,0.375,263.2,total_amount
602,0.11,168.2,tenure_days
603,0.13,145.0,tenure_days
604,0.075,97.05,tenure_days
605,0.125,84.5,tenure_days
606,0.025,69.85,tenure_days
607,0.005,149.0,tenure_days
608,0.725,147.8,tenure_days
609,0.14,111.4,tenure_days
610,0.745,68.65,tenure_days
611,0.09,134.9,tenure_days
612,0.095,69.8,tenure_days
613,0.03,324.4,tenure_days
614,0.135,151.1,tenure_days
615,0.01,107.5,tenure_days
616,0.31,98.2,tenure_days
617,0.01,60.0,recency_days
618,0.075,114.7,tenure_days
619,0.12,257.2,total_amount
620,0.78,142.8,recency_days
621,0.02,170.3,tenure_days
622,0.025,125.7,total_amount
623,0.755,64.05,tenure_days
624,0.285,55.95,tenure_days
625,0.1,123.0,tenure_days
626,0.065,91.3,tenure_days
627,0.73,92.95,tenure_days
628,0.06,81.7,tenure_days
629,0.75,74.25,tenure_days
630,0.325,124.7,tenure_days
631,0.685,108.3,tenure_days
632,0.135,204.8,total_amount
633,0.11,273.4,tenure_days
634,0.81,160.2,tenure_days
635,0.155,173.0,total_amount
636,0.075,249.6,total_amount
637,0.13,117.5,total_amount
638,0.145,154.6,tenure_days
639,0.005,140.3,tenure_days
640,0.705,144.3,tenure_days
641,0.695,71.35,tenure_days
642,0.05,162.0,recency_days
643,0.045,60.75,tenure_days
644,0.085,124.1,tenure_days
645,0.155,73.85,tenure_days
646,0.155,48.4,tenure_days
647,0.075,230.0,tenure_days
648,0.055,134.7,tenure_days
649,0.105,54.55,recency_days
650,0.13,85.1,tenure_days
651,0.16,63.8,recency_days
652,0.1,74.8,tenure_days
653,0.105,90.0,tenure_days
654,0.205,78.9,tenure_days
655,0.015,104.1,recency_days
656,0.04,148.4,recency_days
657,0.135,183.0,tenure_days
658,0.175,77.55,tenure_days
659,0.55,188.5,recency_days
660,0.07,75.4,recency_days
661,0.04,61.5,tenure_days
662,0.07,75.85,tenure_days
663,0.515,385.8,total_amount
664,0.135,61.8,tenure_days
665,0.79,48.25,tenure_days
666,0.185,77.85,tenure_days
667,0.205,340.4,total_amount
668,0.765,86.5,tenure_days
669,0.035,113.1,tenure_days
670,0.125,54.55,tenure_days
671,0.2,67.05,tenure_days
672,0.265,57.85,tenure_days
673,0.02,321.4,tenure_days
674,0.025,166.2,tenure_days
675,0.225,60.7,tenure_days
676,0.035,136.9,tenure_days
677,0.8,121.1,tenure_days
678,0.065,126.7,total_amount
679,0.105,133.4,tenure_days
680,0.105,135.7,tenure_days
681,0.125,57.35,tenure_days
682,0.065,57.4,recency_days
683,0.11,224.2,tenure_days
684,0.02,309.4,total_amount
685,0.175,71.5,tenure_days
686,0.76,61.95,recency_days
687,0.775,62.55,tenure_days
688,0.79,77.7,tenure_days
689,0.01,56.45,tenure_days
690,0.69,58.65,tenure_days
691,0.1,136.2,tenure_days
692,0.075,144.7,total_amount
693,0.71,69.6,tenure_days
694,0.12,328.4,total_amount
695,0.12,81.05,tenure_days
696,0.19,68.9,tenure_days
697,0.065,70.2,tenure_days
698,0.185,210.6,tenure_days
699,0.56,59.45,tenure_days
700,0.125,55.4,tenure_days
701,0.1,143.0,tenure_days
702,0.175,134.8,tenure_days
703,0.155,59.3,recency_days
704,0.74,53.6,tenure_days
705,0.83,78.2,tenure_days
706,0.78,156.6,tenure_days
707,0.235,179.1,tenure_days
708,0.725,202.6,total_amount
709,0.285,342.6,total_amount
710,0.1,76.6,tenure_days
711,0.43,60.15,tenure_days
712,0.11,126.3,tenure_days
713,0.125,290.6,total_amount
714,0.195,60.95,tenure_days
715,0.07,61.5,tenure_days
716,0.04,56.55,tenure_days
717,0.19,169.9,recency_days
718,0.04,141.9,recency_days
719,0.135,69.65,tenure_days
720,0.365,55.5,tenure_days
721,0.895,113.9,tenure_days
722,0.755,147.8,tenure_days
723,0.845,58.0,tenure_days
724,0.785,147.9,tenure_days
725,0.665,68.15,recency_days_tx
726,0.835,101.7,tenure_days
727,0.75,208.2,total_amount
728,0.175,70.95,tenure_days
729,0.32,157.2,tenure_days
730,0.07,121.9,total_amount
731,0.82,48.15,tenure_days
732,0.15,98.6,tenure_days
733,0.285,68.4,recency_days
734,0.285,62.6,tenure_days
735,0.125,152.2,tenure_days
736,0.46,132.0,tenure_days
737,0.115,267.0,tenure_days
738,0.13,241.6,tenure_days
739,0.795,61.4,tenure_days
740,0.15,125.9,tenure_days
741,0.845,69.3,tenure_days
742,0.2,119.2,tenure_days
743,0.465,148.8,tenure_days
744,0.06,69.95,tenure_days
745,0.06,142.2,recency_days
746,0.2,53.4,tenure_days
747,0.035,63.15,tenure_days
748,0.85,70.75,tenure_days
749,0.725,238.8,total_amount
750,0.095,116.0,tenure_days
751,0.02,149.0,tenure_days
752,0.095,67.9,tenure_days
753,0.085,67.7,tenure_days
754,0.745,68.8,tenure_days
755,0.02,44.35,recency_days
756,0.11,73.05,tenure_days
757,0.09,125.1,tenure_days
758,0.07,94.65,tenure_days
759,0.16,216.4,total_amount
760,0.035,76.4,tenure_days
761,0.02,143.0,total_amount
762,0.38,134.2,tenure_days
763,0.165,136.9,tenure_days
764,0.07,211.3,tenure_days
765,0.465,157.0,tenure_days
766,0.105,289.0,total_amount
767,0.03,92.9,tenure_days
768,0.155,132.2,tenure_days
769,0.05,52.65,tenure_days
770,0.665,88.1,tenure_days
771,0.67,180.0,tenure_days
772,0.02,150.0,tenure_days
773,0.38,146.9,total_amount
774,0.185,83.2,tenure_days
775,0.695,84.2,tenure_days
776,0.77,89.0,recency_days
777,0.17,133.5,tenure_days
778,0.86,292.4,tenure_days
779,0.2,76.1,tenure_days
780,0.04,105.9,tenure_days
781,0.17,76.1,tenure_days
782,0.08,126.1,tenure_days
783,0.875,60.2,tenure_days
784,0.065,60.55,tenure_days
785,0.06,94.15,tenure_days
786,0.07,172.5,tenure_days
787,0.06,67.4,tenure_days
788,0.795,79.1,tenure_days
789,0.075,151.4,total_amount
790,0.075,88.65,tenure_days
791,0.015,170.2,total_amount
792,0.025,79.2,recency_days
793,0.235,86.7,tenure_days
794,0.055,92.1,recency_days
795,0.36,82.85,recency_days
796,0.035,69.0,tenure_days
797,0.155,85.85,recency_days
798,0.1,314.6,total_amount
799,0.05,143.6,tenure_days
800,0.015,140.9,recency_days
801,0.045,357.2,tenure_days
802,0.34,207.2,total_amount
803,0.68,188.2,tenure_days
804,0.11,254.0,total_amount
805,0.05,123.3,recency_days
806,0.04,65.3,recency_days
807,0.115,75.2,tenure_days
808,0.12,74.45,tenure_days
809,0.19,129.0,tenure_days
810,0.07,72.55,tenure_days
811,0.14,234.2,total_amount
812,0.155,72.65,tenure_days
813,0.015,261.4,total_amount
814,0.26,125.4,tenure_days
815,0.145,73.35,total_amount
816,0.12,54.8,tenure_days
817,0.03,88.45,tenure_days
818,0.12,58.55,tenure_days
819,0.115,69.55,tenure_days
820,0.12,78.95,tenure_days
821,0.005,262.6,tenure_days
822,0.13,62.75,tenure_days
823,0.16,81.9,tenure_days
824,0.695,180.9,tenure_days
825,0.85,83.95,tenure_days
826,0.035,73.35,tenure_days
827,0.09,84.8,tenure_days
828,0.08,91.05,tenure_days
829,0.035,75.2,tenure_days
830,0.825,423.2,total_amount
831,0.055,394.2,total_amount
832,0.22,73.5,tenure_days
833,0.025,236.6,tenure_days
834,0.71,172.8,tenure_days
835,0.13,50.2,tenure_days
836,0.765,325.6,total_amount
837,0.105,76.65,tenure_days
838,0.01,65.05,tenure_days
839,0.095,165.1,tenure_days
840,0.025,62.35,tenure_days
841,0.39,79.4,tenure_days
842,0.105,64.95,tenure_days
843,0.08,56.6,tenure_days
844,0.17,66.9,tenure_days
845,0.045,278.8,total_amount
846,0.055,122.3,tenure_days
847,0.385,79.4,tenure_days
848,0.2,66.65,recency_days
849,0.48,82.4,tenure_days
850,0.01,54.75,tenure_days
851,0.035,331.6,tenure_days
852,0.01,90.25,tenure_days
853,0.15,62.5,tenure_days
854,0.125,75.45,tenure_days
855,0.065,305.8,tenure_days
856,0.11,134.1,tenure_days
857,0.05,318.6,total_amount
858,0.145,82.9,tenure_days
859,0.805,60.5,tenure_days
860,0.08,125.2,tenure_days
861,0.145,43.9,tenure_days
862,0.065,164.9,tenure_days
863,0.01,151.2,tenure_days
864,0.07,280.0,total_amount
865,0.43,149.8,total_amount
866,0.06,59.35,tenure_days
867,0.19,159.2,total_amount
868,0.06,57.7,tenure_days
869,0.425,75.55,tenure_days
870,0.175,118.3,tenure_days
871,0.635,291.4,tenure_days
872,0.21,75.5,tenure_days
873,0.18,98.65,tenure_days
874,0.14,102.4,tenure_days
875,0.235,140.3,tenure_days
876,0.815,86.95,recency_days
877,0.045,159.9,tenure_days
878,0.13,124.9,tenure_days
879,0.28,300.4,tenure_days
880,0.005,261.2,total_amount
881,0.695,73.35,tenure_days
882,0.25,123.1,tenure_days
883,0.035,77.4,tenure_days
884,0.825,63.45,tenure_days
